topic,mod_spec,BIC,chisq,npar,rmsea,converged,nobs,type
t9,SDM2,54152.892081392296,43.41549490410939,4,0.05467563505684113,TRUE,6927,SDM
t10,AUM2,55708.32573182434,443.9464238182623,3,0.1456665019574349,TRUE,6927,AUM
t10,AUM4,55285.80080789171,3.7351356895782044,5,0.01987086827572494,TRUE,6927,AUM
t10,SDM2,55309.49328987107,36.27079976697486,4,0.049736420725936016,TRUE,6927,SDM
t11,AUM2,59584.5771999495,149.5422403939564,3,0.08397464804089416,TRUE,6927,AUM
t11,AUM4,59508.49008580535,55.768762053763666,5,0.0889188563919564,TRUE,6927,AUM
t11,SDM2,59508.547878708596,64.6697370550416,4,0.06725759668434579,TRUE,6927,SDM
t12,AUM2,51214.080979429586,530.8674494258433,3,0.15937831096107322,TRUE,6927,AUM
t12,AUM4,50716.03804550341,15.138151303630472,5,0.045177658549917184,TRUE,6927,AUM
t12,SDM2,50830.80999588325,138.75328378148524,4,0.09935306973526827,TRUE,6927,SDM
t13,AUM2,53206.9779029072,977.8861658445971,3,0.21659265882930065,TRUE,6927,AUM
t13,AUM4,52286.79214937672,40.01404811805911,5,0.07504779105615195,TRUE,6927,AUM
t13,SDM2,52279.74080197463,41.805882814011454,4,0.05360262255117249,TRUE,6927,SDM
t14,AUM2,57210.90635333221,526.4509235561517,3,0.1587101726259518,TRUE,6927,AUM
t14,AUM4,56704.51974771295,2.377953740846036,5,0.014104078785168327,TRUE,6927,AUM
t14,SDM2,56705.23834201624,11.939730142159931,4,0.02678549676376681,TRUE,6927,SDM
t15,AUM2,56096.79916142207,49.0045746500405,3,0.047050829961535416,TRUE,6927,AUM
t15,AUM4,56066.06214101867,0.5811900505915428,5,0,TRUE,6927,AUM
t15,SDM2,56195.47846834681,138.84069947676514,4,0.09938481899188209,TRUE,6927,SDM
t16,AUM2,56183.49346759859,2584.6275865570574,3,0.3524630340801798,TRUE,6927,AUM
t16,AUM4,53778.21013825383,161.65789301625537,5,0.15229247323429732,TRUE,6927,AUM
t16,SDM2,55640.26711496613,2032.5580518265722,4,0.3828424734149187,TRUE,6927,SDM
t17,AUM2,58793.13152939988,210.18091284462272,3,0.0998485241388521,TRUE,6927,AUM
t17,AUM4,58613.82436175496,13.187381003652945,5,0.04194523195268729,TRUE,6927,AUM
t17,SDM2,58606.12999637018,14.336197716890146,4,0.02984029203113957,TRUE,6927,SDM
t18,AUM2,50232.81980850904,440.2293377800485,3,0.14505123350948448,TRUE,6927,AUM
t18,AUM4,49810.87550447093,0.5986695458852607,5,0,TRUE,6927,AUM
t18,SDM2,49928.58756728508,127.15391445806378,4,0.09504617132206983,TRUE,6927,SDM
t19,AUM2,54605.04220957422,628.2133127373133,3,0.17345262920350904,TRUE,6927,AUM
t19,AUM4,54017.53331390925,23.018052876293098,5,0.056378934166416914,TRUE,6927,AUM
t19,SDM2,54059.905558878694,74.23347994377104,4,0.0722073949992497,TRUE,6927,SDM
t20,AUM2,56088.31827642184,508.46014970994077,3,0.155958927387634,TRUE,6927,AUM
t20,AUM4,55662.59565652252,65.05116561458219,5,0.09615921846543415,TRUE,6927,AUM
t20,SDM2,55658.07070063527,69.36939182535107,4,0.06973386260741464,TRUE,6927,SDM
t21,AUM2,60236.74048937288,460.63973728938174,3,0.1483982032270388,TRUE,6927,AUM
t21,AUM4,59827.53553524791,33.7484189683711,5,0.06875789542796412,TRUE,6927,AUM
t21,SDM2,59818.696186652334,33.75225247082181,4,0.047873995860299834,TRUE,6927,SDM
t22,AUM2,56359.5035637922,148.33336575534057,3,0.08362756365335336,TRUE,6927,AUM
t22,AUM4,56242.953911049626,14.097348816705273,5,0.04348296032258682,TRUE,6927,AUM
t22,SDM2,56251.95250045067,31.939120315779604,4,0.04648704344545241,TRUE,6927,SDM
t23,AUM2,57419.90953960755,700.6141664488031,3,0.18322065207174293,TRUE,6927,AUM
t23,AUM4,56881.36223175671,144.3804944019146,5,0.14387072859229721,TRUE,6927,AUM
t23,SDM2,56874.5836971804,146.44514192364414,4,0.10210896599091061,TRUE,6927,SDM
t24,AUM2,54919.95971942295,340.14053732802677,3,0.12737150082255616,TRUE,6927,AUM
t24,AUM4,54600.05845318799,2.5529068970138953,5,0.014972699746374767,TRUE,6927,AUM
t24,SDM2,54602.09999489998,13.437630707042054,4,0.028732964972250644,TRUE,6927,SDM
t25,AUM2,59587.56762985539,213.14083712046576,3,0.10055924588299646,TRUE,6927,AUM
t25,AUM4,59392.62999698022,0.5168400492487444,5,0,TRUE,6927,AUM
t25,SDM2,59386.84552325278,3.575548419834467,4,0.010664200103132295,TRUE,6927,SDM
t26,AUM2,56371.21946903588,686.4849378713097,3,0.18135571796244615,TRUE,6927,AUM
t26,AUM4,55722.706662210236,20.28576684963501,5,0.05276499025461128,TRUE,6927,AUM
t26,SDM2,55745.058550240574,51.48083697798342,4,0.0597627986440935,TRUE,6927,SDM
t27,AUM2,56846.29107227124,1196.2214059318637,3,0.23962233549957143,TRUE,6927,AUM
t27,AUM4,55685.32297995635,17.566949420930865,5,0.048904483820411085,TRUE,6927,AUM
t27,SDM2,55709.42829063643,50.5154421990397,4,0.05917692652391212,TRUE,6927,SDM
t28,AUM2,58207.4986987631,279.4925998813218,3,0.11534759261864207,TRUE,6927,AUM
t28,AUM4,57997.91864758129,52.22618450348274,5,0.08599504159085677,TRUE,6927,AUM
t28,SDM2,57994.76533852575,57.91605754596226,4,0.06353026690862196,TRUE,6927,SDM
t29,AUM2,49017.225965391546,313.91732945017765,3,0.1223176822518801,TRUE,6927,AUM
t29,AUM4,48813.45620129921,92.46120116178963,5,0.1149068333962996,TRUE,6927,AUM
t29,SDM2,49226.999581506316,514.847763466923,4,0.1924006971312709,TRUE,6927,SDM
t30,AUM2,54995.43891290163,1168.4974441349757,3,0.23682221652798707,TRUE,6927,AUM
t30,AUM4,54050.30682130807,205.6789883453836,5,0.17189531376672076,TRUE,6927,AUM
t30,SDM2,54050.648403619,214.86375275434602,4,0.12395477619723529,TRUE,6927,SDM
t31,AUM2,57168.09989384217,318.04354791212154,3,0.12312665289646835,TRUE,6927,AUM
t31,AUM4,56870.05348775101,2.310777624904164,5,0.013755992040071845,TRUE,6927,AUM
t31,SDM2,56861.22028963706,2.32076160898889,4,0.00481175603845292,TRUE,6927,SDM
t32,AUM2,54820.50106023227,1012.1674311919296,3,0.22036792984180698,TRUE,6927,AUM
t32,AUM4,53842.44579786542,16.425804629036666,5,0.04719014583745265,TRUE,6927,AUM
t32,SDM2,53833.60743503418,16.430623895829083,4,0.032274161083465536,TRUE,6927,SDM
t33,AUM2,47710.656568787104,830.5157334226701,3,0.19955145956932757,TRUE,6927,AUM
t33,AUM4,46905.56937553804,7.742175977565853,5,0.03119804988104593,TRUE,6927,AUM
t33,SDM2,46914.407306862966,25.42328940051807,4,0.04111841358032837,TRUE,6927,SDM
t34,AUM2,51337.83595794183,505.9071281414866,3,0.15556456340781044,TRUE,6927,AUM
t34,AUM4,50855.34924350515,5.734049508768141,5,0.026142300587384714,TRUE,6927,AUM
t34,SDM2,50895.89897714916,55.12696525080286,4,0.06192555572201128,TRUE,6927,SDM
t35,AUM2,48824.05259377068,1041.061089795394,3,0.22350036414077679,TRUE,6927,AUM
t35,AUM4,47971.448188832415,170.7703206610781,5,0.1565518811955256,TRUE,6927,AUM
t35,SDM2,48159.98060854421,368.1459224709041,4,0.16256966446470006,TRUE,6927,SDM
t36,AUM2,61125.945296409984,360.60867377906425,3,0.13118095880349412,TRUE,6927,AUM
t36,AUM4,60873.36835998032,90.34537315335612,5,0.11356995133531228,TRUE,6927,AUM
t36,SDM2,60995.82065489816,221.6408501692277,4,0.12591253462511268,TRUE,6927,SDM
t37,AUM2,57948.3232480733,139.41685048848026,3,0.08102159492718314,TRUE,6927,AUM
t37,AUM4,57826.71736448912,0.12460270826196362,5,0,TRUE,6927,AUM
t37,SDM2,57837.933644487704,20.184064804871024,4,0.036229129040397455,TRUE,6927,SDM
t38,AUM2,52297.339430973436,994.6176644597451,3,0.21844338921094442,TRUE,6927,AUM
t38,AUM4,51326.00818201966,5.600051309918927,5,0.025769663296226524,TRUE,6927,AUM
t38,SDM2,51323.123230715304,11.558282103591026,4,0.02626650746001247,TRUE,6927,SDM
t39,AUM2,55749.740687342775,319.19722887355135,3,0.12335189012004026,TRUE,6927,AUM
t39,AUM4,55448.26657716505,0.036754499775005556,5,0,TRUE,6927,AUM
t39,SDM2,55531.09724052681,91.7105999595607,4,0.08047005328649852,TRUE,6927,SDM
t40,AUM2,56119.13704002516,200.28044867398248,3,0.09743361189997825,TRUE,6927,AUM
t40,AUM4,55952.879028926305,16.336073379087523,5,0.04705269412181619,TRUE,6927,AUM
t40,SDM2,56103.39218459403,175.69241114483486,4,0.11197029703963905,TRUE,6927,SDM
t41,AUM2,60918.752439479125,1289.8168087419037,3,0.248842835509995,TRUE,6927,AUM
t41,AUM4,59679.662330529005,33.04033559574494,5,0.06801049477407586,TRUE,6927,AUM
t41,SDM2,60336.55530580666,698.7764929714415,4,0.2242637880744621,TRUE,6927,SDM
t42,AUM2,57253.64720230772,610.3977691390382,3,0.17096349010307368,TRUE,6927,AUM
t42,AUM4,56663.60603183867,2.670234473950717,5,0.015528021648722258,TRUE,6927,AUM
t42,SDM2,56654.804857145646,2.712241878945955,4,0.007170115662060854,TRUE,6927,SDM
t43,AUM2,44174.756181973375,919.5742096895909,3,0.21001513572710268,TRUE,6927,AUM
t43,AUM4,43299.12805682518,26.259720345381695,5,0.060386752588411786,TRUE,6927,AUM
t43,SDM2,43332.186219390445,68.16106500866476,4,0.06910566525376134,TRUE,6927,SDM
t44,AUM2,56637.31238303254,604.679826216605,3,0.1701568761614106,TRUE,6927,AUM
t44,AUM4,56451.35373159184,401.0348105798581,5,0.24031246519227348,TRUE,6927,AUM
t44,SDM2,56575.87382820899,534.3980892950361,4,0.1960336618314034,TRUE,6927,SDM
t45,AUM2,9311.447092018076,1463.5906801306182,3,0.2651130104993147,TRUE,6927,AUM
t45,AUM4,7866.030580131674,0.4878040481587025,5,0,TRUE,6927,AUM
t45,SDM2,7857.496412568104,0.7968185826105625,4,0,TRUE,6927,SDM
t46,AUM2,52428.52247482682,336.5639487394533,3,0.12669408286405193,TRUE,6927,AUM
t46,AUM4,52134.83884636043,25.193956077018473,5,0.05909909767412316,TRUE,6927,AUM
t46,SDM2,52207.00550023814,106.20379205276274,4,0.08672696930376915,TRUE,6927,SDM
t47,AUM2,55051.24369107694,622.2357297593704,3,0.17262145876608861,TRUE,6927,AUM
t47,AUM4,54462.200879588876,15.506554075263784,5,0.0457624783896374,TRUE,6927,AUM
t47,SDM2,54453.81985331371,15.968709898124098,4,0.03175342362334155,TRUE,6927,SDM
t48,AUM2,57028.55309745139,406.146917061889,3,0.13928310836951724,TRUE,6927,AUM
t48,AUM4,56653.362307328214,13.269762742671585,5,0.042086759542766895,TRUE,6927,AUM
t48,SDM2,56661.95805260856,30.70869012105647,4,0.04552176548996066,TRUE,6927,SDM
t49,AUM2,56121.23459026262,517.5918452897174,3,0.15736140650074668,TRUE,6927,AUM
t49,AUM4,55945.58613238355,324.25702321460466,5,0.21602369529769508,TRUE,6927,AUM
t49,SDM2,55950.28061489233,337.79468782139986,4,0.1556859134266269,TRUE,6927,SDM
t50,AUM2,52603.82104980723,487.6480505789143,3,0.15271440833909536,TRUE,6927,AUM
t50,AUM4,52146.224489856104,12.365126431744795,5,0.040505550776111725,TRUE,6927,AUM
t50,SDM2,52201.48878714686,76.47260582052259,4,0.07331801247190992,TRUE,6927,SDM
t51,AUM2,55237.066058199875,728.693480494774,3,0.18687163679233512,TRUE,6927,AUM
t51,AUM4,54575.86880358342,49.80986168228403,5,0.08394236379321321,TRUE,6927,AUM
t51,SDM2,54628.171620061985,110.95586025886993,4,0.08868245462303492,TRUE,6927,SDM
t52,AUM2,55895.99653920992,507.2689027921753,3,0.1557750403060081,TRUE,6927,AUM
t52,AUM4,55426.656789418485,20.242788804689212,5,0.052706164464737686,TRUE,6927,AUM
t52,SDM2,55435.65454954972,38.083731033955466,4,0.05103500090716753,TRUE,6927,SDM
t53,AUM2,51950.51112759522,1011.0687594678637,3,0.22024794085973945,TRUE,6927,AUM
t53,AUM4,50962.404102602304,5.275370278911475,5,0.024843585408470203,TRUE,6927,AUM
t53,SDM2,50953.91073028667,5.62518006129472,4,0.01617622576984428,TRUE,6927,SDM
t54,AUM2,57664.121013462456,410.39025145141676,3,0.14001420378142532,TRUE,6927,AUM
t54,AUM4,57360.30491070751,88.88778450040914,5,0.11263974654562925,TRUE,6927,AUM
t54,SDM2,57389.192658787506,126.61871467843417,4,0.09484272906611298,TRUE,6927,SDM
t55,AUM2,51964.01208820958,906.8691641731159,3,0.20855449951566943,TRUE,6927,AUM
t55,AUM4,51074.9212130996,0.09192486709348824,5,0,TRUE,6927,AUM
t55,SDM2,51068.95066159098,2.964555456500274,4,0.008344032931175293,TRUE,6927,SDM
t56,AUM2,62112.70784288571,175.6089764145279,3,0.09113778459287866,TRUE,6927,AUM
t56,AUM4,61968.22044673066,13.435216063438432,5,0.042369571709181396,TRUE,6927,AUM
t56,SDM2,61963.60730910166,17.665260532466945,4,0.03362646539774268,TRUE,6927,SDM
t57,AUM2,54920.963413429134,434.55509617192286,3,0.14410694239034832,TRUE,6927,AUM
t57,AUM4,54505.42463959552,1.3299581422507867,5,0.0069017119729851304,TRUE,6927,AUM
t57,SDM2,54553.58970886051,58.3382095052726,4,0.06376963461493661,TRUE,6927,SDM
t58,AUM2,55660.59296993075,811.1925660124947,3,0.19720785279205622,TRUE,6927,AUM
t58,AUM4,54878.03973539728,10.952967282967908,5,0.03790562784525147,TRUE,6927,AUM
t58,SDM2,54887.96011716352,29.71653114723512,4,0.04472824375564127,TRUE,6927,SDM
t59,AUM2,50555.44604084773,528.2924974460491,3,0.15898910984869738,TRUE,6927,AUM
t59,AUM4,50103.42641407556,58.58650647784233,5,0.09117751939484482,TRUE,6927,AUM
t59,SDM2,50269.28429018244,233.28756468273912,4,0.12920774588564146,TRUE,6927,SDM
t60,AUM2,49154.185486740804,616.4685898295307,3,0.17181573903471634,TRUE,6927,AUM
t60,AUM4,48555.92523547667,0.5219743693564283,5,0,TRUE,6927,AUM
t60,SDM2,48583.84787346325,37.2877944539523,4,0.05046899607711576,TRUE,6927,SDM
t61,AUM2,55645.9684026042,291.04715395050016,3,0.11773309827183205,TRUE,6927,AUM
t61,AUM4,55376.562437799235,3.9548249494836525,5,0.020653482208574995,TRUE,6927,AUM
t61,SDM2,55451.4817930334,87.71736228169645,4,0.07865870779111682,TRUE,6927,SDM
t62,AUM2,56037.14520889282,175.67681146171614,3,0.09115569133433044,TRUE,6927,AUM
t62,AUM4,55886.298076841966,7.143315214810614,5,0.02978028200514308,TRUE,6927,AUM
t62,SDM2,55911.19809622274,40.88651669360698,4,0.0529799970244667,TRUE,6927,SDM
t63,AUM2,58981.412584306345,142.3873812310251,3,0.08189898288075514,TRUE,6927,AUM
t63,AUM4,58896.54423930698,39.83267203561525,5,0.07487313945938161,TRUE,6927,AUM
t63,SDM2,58967.2669650866,119.3985799132578,4,0.09205424706429262,TRUE,6927,SDM
t64,AUM2,55654.622418888146,417.1210154594293,3,0.14116609913618236,TRUE,6927,AUM
t64,AUM4,55255.25007308415,0.06230545938474075,5,0,TRUE,6927,AUM
t64,SDM2,55268.95369418855,22.60910866182022,4,0.03856932273716953,TRUE,6927,SDM
t65,AUM2,48452.84056484898,612.1464487881686,3,0.1712094125659142,TRUE,6927,AUM
t65,AUM4,47861.06626418876,2.685783931913239,5,0.015600135163160733,TRUE,6927,AUM
t65,SDM2,47907.66102279035,58.12372463152269,4,0.06364813035532094,TRUE,6927,SDM
t66,AUM2,53697.306469926414,503.55318439275516,3,0.15520006296528313,TRUE,6927,AUM
t66,AUM4,53218.5225288699,7.082879140203989,5,0.029633435256276233,TRUE,6927,AUM
t66,SDM2,53270.38764401979,67.7911763881056,4,0.06891221895625149,TRUE,6927,SDM
t67,AUM2,56145.81022386638,344.3587244011743,3,0.12816583824981284,TRUE,6927,AUM
t67,AUM4,55819.15521381976,0.017350158509120917,5,0,TRUE,6927,AUM
t67,SDM2,55835.357439330954,25.06275776772495,4,0.04080073879717893,TRUE,6927,SDM
t68,AUM2,55090.94811699179,105.50870188264936,3,0.07023395835591138,TRUE,6927,AUM
t68,AUM4,55021.2788296122,18.153050307008474,5,0.04976202978522263,TRUE,6927,AUM
t68,SDM2,55019.551856601465,25.26925939429842,4,0.040982994598678726,TRUE,6927,SDM
t69,AUM2,56551.43278078049,365.32787090686236,3,0.13204368924577164,TRUE,6927,AUM
t69,AUM4,56361.03383224071,157.24255817104316,5,0.15018517907476983,TRUE,6927,AUM
t69,SDM2,56354.32133099523,159.37323902359887,4,0.106580523749428,TRUE,6927,SDM
t70,AUM2,51287.57840783319,1669.4857253998778,3,0.28318326050435466,TRUE,6927,AUM
t70,AUM4,49647.899175599094,12.120128969715292,5,0.04006658412594925,TRUE,6927,AUM
t70,SDM2,49648.763060707,21.82719617565622,4,0.03783058526429406,TRUE,6927,SDM
t71,AUM2,58125.93934279974,830.6536658852345,3,0.19956808975304602,TRUE,6927,AUM
t71,AUM4,57380.84863950952,67.87659839896547,5,0.09825722481736292,TRUE,6927,AUM
t71,SDM2,57373.78342013556,69.65456112302239,4,0.06988129571158021,TRUE,6927,SDM
t72,AUM2,54540.5297004657,534.2702931517027,3,0.1598911937481339,TRUE,6927,AUM
t72,AUM4,54024.643168433235,0.6973969231882737,5,0,TRUE,6927,AUM
t72,SDM2,54024.75474778422,9.652158372220299,4,0.02350197626019685,TRUE,6927,SDM
t73,AUM2,57775.38033764832,150.23768702467072,3,0.08417367175792814,TRUE,6927,AUM
t73,AUM4,57654.62355559343,11.794540773735479,5,0.03947566835836305,TRUE,6927,AUM
t73,SDM2,57695.06153360784,61.07570088617747,4,0.06530055159680016,TRUE,6927,SDM
t74,AUM2,54483.165674674,394.52597109592205,3,0.13726097090881645,TRUE,6927,AUM
t74,AUM4,54107.04106544268,0.7149976685794366,5,0,TRUE,6927,AUM
t74,SDM2,54201.08400657983,103.60112090375911,4,0.08563704202577041,TRUE,6927,SDM
t75,AUM2,54275.14247163937,514.7186566231103,3,0.15692148320053761,TRUE,6927,AUM
t75,AUM4,53779.91540769208,1.8052284797806948,5,0.010781693201815047,TRUE,6927,AUM
t75,SDM2,53801.732136010694,32.46513889642048,4,0.04689364480948514,TRUE,6927,SDM
t76,AUM2,54847.48062459436,445.8279891456218,3,0.14597695835708546,TRUE,6927,AUM
t76,AUM4,54442.6124136469,23.273414002115455,5,0.05670492768490129,TRUE,6927,AUM
t76,SDM2,54538.043867427856,127.54804988109267,4,0.09519571365282221,TRUE,6927,SDM
t77,AUM2,62346.40298590529,212.24708718398603,3,0.10034517377246746,TRUE,6927,AUM
t77,AUM4,62152.39819302206,0.5559301047072998,5,0,TRUE,6927,AUM
t77,SDM2,62212.23122480419,69.23214398487781,4,0.0696627939715986,TRUE,6927,SDM
t78,AUM2,50975.3279720712,747.0047362015548,3,0.18921459343704686,TRUE,6927,AUM
t78,AUM4,50271.064338356766,25.054738291077342,5,0.058928817219832653,TRUE,6927,AUM
t78,SDM2,50271.70038646417,34.53396849650744,4,0.04845972321237888,TRUE,6927,SDM
t79,AUM2,53987.939953413705,363.81519354630825,3,0.1317677673196973,TRUE,6927,AUM
t79,AUM4,53647.638502213405,5.827378149960635,5,0.026398731956918914,TRUE,6927,AUM
t79,SDM2,53649.534037228615,16.566095263200182,4,0.032425298390135825,TRUE,6927,SDM
t80,AUM2,42330.67328666083,1309.3994107001547,3,0.25072911441776163,TRUE,6927,AUM
t80,AUM4,41044.72478247569,5.764542318975288,5,0.026226358926691503,TRUE,6927,AUM
t80,SDM2,41038.59730146475,8.480243406057625,4,0.0216275870028373,TRUE,6927,SDM
t81,AUM2,58798.909046386434,232.87734763488254,3,0.10517556835941431,TRUE,6927,AUM
t81,AUM4,58610.92830845462,27.21024550702413,5,0.06151243946468244,TRUE,6927,AUM
t81,SDM2,58617.44844621227,42.57356536270686,4,0.0541170350598207,TRUE,6927,SDM
t82,AUM2,61687.8443094129,663.030432853004,3,0.17821684831812507,TRUE,6927,AUM
t82,AUM4,61163.47740815152,120.97716739558501,5,0.13160630873501988,TRUE,6927,AUM
t82,SDM2,61184.7873650968,151.1303064388837,4,0.10375173392477897,TRUE,6927,SDM
t83,AUM2,51134.38792944609,562.0465725126087,3,0.1640177210988049,TRUE,6927,AUM
t83,AUM4,50621.41267181465,31.384950685125673,5,0.06623029265556044,TRUE,6927,AUM
t83,SDM2,50638.1987561234,57.01421709189434,4,0.0630158613330852,TRUE,6927,SDM
t84,AUM2,57046.10251503024,311.4397362873415,3,0.12182935372504525,TRUE,6927,AUM
t84,AUM4,56752.47085231297,0.12170937402841009,5,0,TRUE,6927,AUM
t84,SDM2,56771.93121014563,28.425249304709283,4,0.04367389795125984,TRUE,6927,SDM
t85,AUM2,56812.03484077925,784.8650962697336,3,0.19396916301278747,TRUE,6927,AUM
t85,AUM4,56059.55509360507,14.69898489951919,5,0.04447045773339465,TRUE,6927,AUM
t85,SDM2,56051.722880544374,15.709953936854287,4,0.03145794915592929,TRUE,6927,SDM
t86,AUM2,58381.478408209754,332.6588713422739,3,0.12595028730936228,TRUE,6927,AUM
t86,AUM4,58208.42474443113,141.91884336760683,5,0.14263034777421718,TRUE,6927,AUM
t86,SDM2,58203.497751774164,145.8350328086717,4,0.1018930932634337,TRUE,6927,SDM
t87,AUM2,44479.8019454004,703.5938709381231,3,0.18361152836005928,TRUE,6927,AUM
t87,AUM4,43794.38839806652,0.49395940819085826,5,0,TRUE,6927,AUM
t87,SDM2,43837.3287777596,52.27752119929762,4,0.060241993825515545,TRUE,6927,SDM
t88,AUM2,50952.36053624521,1240.3061274369118,3,0.24400872781153393,TRUE,6927,AUM
t88,AUM4,49769.53073307836,39.789960074018985,5,0.0748319517386342,TRUE,6927,AUM
t88,SDM2,49765.249075096974,44.35148419065523,4,0.05529001727785739,TRUE,6927,SDM
t89,AUM2,54634.258768564745,833.7853453476434,3,0.19994529656431476,TRUE,6927,AUM
t89,AUM4,53834.36927620503,16.209488791884212,5,0.04685810430504259,TRUE,6927,AUM
t89,SDM2,53841.1419149804,31.825309665290117,4,0.04639860132996247,TRUE,6927,SDM
t90,AUM2,53637.528179927256,375.99390502114363,3,0.13397311227849648,TRUE,6927,AUM
t90,AUM4,53285.13130165988,5.910662557722867,5,0.02662548038667313,TRUE,6927,AUM
t90,SDM2,53344.176705097576,73.79924809343511,4,0.07199003031436062,TRUE,6927,SDM
t91,AUM2,55671.92969164955,615.4397834676292,3,0.17167160834838666,TRUE,6927,AUM
t91,AUM4,55112.209434593715,38.033162215740326,5,0.07311774768202417,TRUE,6927,AUM
t91,SDM2,55105.38405404822,40.05096376827005,4,0.052407716722548466,TRUE,6927,SDM
t92,AUM2,58023.49647386249,566.7416396939758,3,0.16470501995150927,TRUE,6927,AUM
t92,AUM4,57487.09520908333,12.654010718755952,5,0.0410171152288896,TRUE,6927,AUM
t92,SDM2,57525.95115748044,60.35314121390813,4,0.06489997479431624,TRUE,6927,SDM
t93,AUM2,53827.57313800758,459.19609017424233,3,0.14816395361871684,TRUE,6927,AUM
t93,AUM4,53578.86900356082,192.80559153144586,5,0.1664018069573199,TRUE,6927,AUM
t93,SDM2,53597.43695499488,220.21672506353278,4,0.12550366985269534,TRUE,6927,SDM
t94,AUM2,57903.21122413719,174.03860450859844,3,0.0907222580352114,TRUE,6927,AUM
t94,AUM4,57756.86113674189,10.002152917267345,5,0.03604961236073854,TRUE,6927,AUM
t94,SDM2,57782.11753392329,44.10173219669011,4,0.055126750150176394,TRUE,6927,SDM
t95,AUM2,57535.44153743645,680.2298740099968,3,0.18052395204626726,TRUE,6927,AUM
t95,AUM4,56900.68690260912,27.788874986633488,5,0.06218772135676253,TRUE,6927,AUM
t95,SDM2,56892.34435011945,28.28950459497932,4,0.043561578598543274,TRUE,6927,SDM
t96,AUM2,58051.22648758626,4207.028014941885,3,0.4497794194390196,TRUE,6927,AUM
t96,AUM4,55431.868178062796,1569.9833412223677,5,0.4759228672862264,TRUE,6927,AUM
t96,SDM2,55550.56412389971,1697.522469157309,4,0.34983574577574356,TRUE,6927,SDM
t97,AUM2,52074.10256676719,698.5450739625505,3,0.18294873816203178,TRUE,6927,AUM
t97,AUM4,51443.07250419009,49.828647189402325,5,0.08395851573589033,TRUE,6927,AUM
t97,SDM2,51441.53345469571,57.132779793048634,4,0.06308372842310768,TRUE,6927,SDM
t98,AUM2,54686.20578687823,432.0991530849443,3,0.14369630720161258,TRUE,6927,AUM
t98,AUM4,54275.8554105398,4.062412550471417,5,0.021026125590244006,TRUE,6927,AUM
t98,SDM2,54289.303985399936,26.354169508627542,4,0.04192750994083548,TRUE,6927,SDM
t99,AUM2,57754.69213627277,340.58528881845615,3,0.12745548656191852,TRUE,6927,AUM
