topic,mod_spec,BIC,chisq,npar,rmsea,converged,nobs,type
t99,AUM4,57431.88848019457,0.09526854421150954,5,0,TRUE,6927,AUM
t99,SDM2,57428.56493929276,5.614909740428066,4,0.016153295479418198,TRUE,6927,SDM
t100,AUM2,56326.34223051194,634.4325816420502,3,0.17431319877761361,TRUE,6927,AUM
t100,AUM4,55720.415679792844,10.819666726919149,5,0.03765093627385819,TRUE,6927,AUM
t100,SDM2,55760.425499478886,59.672668510993795,4,0.06452045652922903,TRUE,6927,SDM
t101,AUM2,53978.997759031125,637.2108477586098,3,0.1746962617731518,TRUE,6927,AUM
t101,AUM4,53411.04301910345,51.5697436348927,5,0.08544227081550167,TRUE,6927,AUM
t101,SDM2,53433.38767627264,82.75758290212501,4,0.07634912502084303,TRUE,6927,SDM
t102,AUM2,57942.183953411055,243.36731571039553,3,0.10754853170088645,TRUE,6927,AUM
t102,AUM4,57721.43809757857,4.935095681848526,5,0.023834445601872617,TRUE,6927,AUM
t102,SDM2,57717.06894090529,9.40912110659597,4,0.02312574620678461,TRUE,6927,SDM
t103,AUM2,56321.91590030168,538.9718558751963,3,0.1605971269113677,TRUE,6927,AUM
t103,AUM4,55892.737582425936,92.10717380339798,5,0.11468422750076566,TRUE,6927,AUM
t103,SDM2,55902.94930213884,111.16207561434462,4,0.08876633739442401,TRUE,6927,SDM
t104,AUM2,59181.69253830888,230.23531944787428,3,0.10456941933140752,TRUE,6927,AUM
t104,AUM4,58993.7130103568,24.569427299747307,5,0.05833133569111089,TRUE,6927,AUM
t104,SDM2,58990.32639997343,30.02599901439754,4,0.044977256346411476,TRUE,6927,SDM
t105,AUM2,53710.82669169017,145.40077547080355,3,0.08277952994824048,TRUE,6927,AUM
t105,AUM4,53649.80217372132,66.6898933059093,5,0.0973815503569436,TRUE,6927,AUM
t105,SDM2,54263.8632987202,689.5942004028199,4,0.22278118557926535,TRUE,6927,SDM
t106,AUM2,43708.085291634256,686.7224531677331,3,0.18138722634923454,TRUE,6927,AUM
t106,AUM4,43083.707642828704,44.65844016611819,5,0.07938921611138118,TRUE,6927,AUM
t106,SDM2,43272.075376110675,241.86935554611173,4,0.13158300264403877,TRUE,6927,SDM
t107,AUM2,53769.57838940254,533.209413898091,3,0.15973147277639874,TRUE,6927,AUM
t107,AUM4,53259.022366183926,4.967026483439538,5,0.023930950919887443,TRUE,6927,AUM
t107,SDM2,53278.499499695004,33.2873420925422,4,0.047522222539464476,TRUE,6927,SDM
t108,AUM2,54029.62568264333,793.60145094428,3,0.1950498327908847,TRUE,6927,AUM
t108,AUM4,53263.325691369246,9.615095474154002,5,0.035266101534572866,TRUE,6927,AUM
t108,SDM2,53261.18808858839,16.320674791323608,4,0.032150975136117324,TRUE,6927,SDM
t109,AUM2,54511.83018918038,772.2301751538519,3,0.19239551107414324,TRUE,6927,AUM
t109,AUM4,53817.54843705573,60.26205883316632,5,0.09249447120076505,TRUE,6927,AUM
t109,SDM2,53826.56316806316,78.11997193863016,4,0.07412448996717455,TRUE,6927,SDM
t110,AUM2,57236.54072442246,504.79299181947886,3,0.1553921496356814,TRUE,6927,AUM
t110,AUM4,56774.79192939424,25.35783259519475,5,0.05929891223725151,TRUE,6927,AUM
t110,SDM2,56766.917934499,26.32701979798075,4,0.0419041333033034,TRUE,6927,SDM
t111,AUM2,52090.83026388035,632.3727330272378,3,0.17402864574774432,TRUE,6927,AUM
t111,AUM4,51476.16686060281,0.022965553647812165,5,0,TRUE,6927,AUM
t111,SDM2,51515.42540603036,48.12469307923227,4,0.057700443731536814,TRUE,6927,SDM
t112,AUM2,62662.76541010879,2134.720591772673,3,0.32028154808455234,TRUE,6927,AUM
t112,AUM4,62097.9580293156,1552.2268467834272,5,0.47322214784417443,TRUE,6927,AUM
t112,SDM2,62662.37913225718,2125.4911318230397,4,0.3915052896033831,TRUE,6927,SDM
t113,AUM2,54000.98628885105,856.3869676329036,3,0.2026468148382015,TRUE,6927,AUM
t113,AUM4,53207.751180077044,45.46549466284395,5,0.08011963649257656,TRUE,6927,AUM
t113,SDM2,53267.075206111644,113.63270279546717,4,0.08976522591897018,TRUE,6927,SDM
t114,AUM2,57036.57026821703,998.7305873963271,3,0.2188959381980484,TRUE,6927,AUM
t114,AUM4,56121.70136202603,66.17531700928579,5,0.09699938534754099,TRUE,6927,AUM
t114,SDM2,56178.68724846816,132.00438554944213,4,0.09687047066280288,TRUE,6927,SDM
t115,AUM2,53858.74602095013,707.628626610747,3,0.18413948337837557,TRUE,6927,AUM
t115,AUM4,53235.8267959324,67.02303739697227,5,0.09762817170293661,TRUE,6927,AUM
t115,SDM2,53262.94556809592,102.98499165851611,4,0.08537698720987458,TRUE,6927,SDM
t116,AUM2,51761.3739271669,503.39844976273474,3,0.15517607282670548,TRUE,6927,AUM
t116,AUM4,51344.59342525075,68.93158365053766,5,0.09902920116702485,TRUE,6927,AUM
t116,SDM2,51519.45358957805,252.63493007586646,4,0.13450338270571524,TRUE,6927,SDM
t117,AUM2,49234.49483675458,699.5262295510053,3,0.1830777290253222,TRUE,6927,AUM
t117,AUM4,48559.542557344466,6.887585944840213,5,0.029153858132954034,TRUE,6927,AUM
t117,SDM2,48577.53147502431,33.71968572270934,4,0.04784943854197512,TRUE,6927,SDM
t118,AUM2,57552.449172545785,390.31378064323025,3,0.136520620512051,TRUE,6927,AUM
t118,AUM4,57182.560870222165,2.7391141235644234,5,0.01584497094700104,TRUE,6927,AUM
t118,SDM2,57177.858105133404,6.879531132817624,4,0.018767285248105954,TRUE,6927,SDM
t119,AUM2,54515.02259258917,414.10488364507614,3,0.14065108826198397,TRUE,6927,AUM
t119,AUM4,54119.34939652067,0.7453233805371875,5,0,TRUE,6927,AUM
t119,SDM2,54139.14613494729,29.385243905167965,4,0.044460128645861796,TRUE,6927,SDM
t120,AUM2,57193.0693798959,340.3020278883307,3,0.1274020026907245,TRUE,6927,AUM
t120,AUM4,56877.167978947684,6.7142627440751,5,0.028721525888832304,TRUE,6927,AUM
t120,SDM2,56874.810461280955,13.199927175386057,4,0.028432824719642247,TRUE,6927,SDM
t121,AUM2,59978.43554993054,219.32640302700796,3,0.10202850976619633,TRUE,6927,AUM
t121,AUM4,59785.79048202757,8.994970928003102,5,0.03397315265746444,TRUE,6927,AUM
t121,SDM2,59788.46727532748,20.514946325934606,4,0.036557259960312616,TRUE,6927,SDM
t122,AUM2,57196.53223084855,178.16281009333804,3,0.09180952294615886,TRUE,6927,AUM
t122,AUM4,57052.53893034465,16.483145393395606,5,0.04727777203107462,TRUE,6927,AUM
t122,SDM2,57195.359912686625,168.14730983338836,4,0.10951133297935818,TRUE,6927,SDM
t123,AUM2,53805.16348691979,465.89907726840227,3,0.1492484867165517,TRUE,6927,AUM
t123,AUM4,53383.48633285381,26.535559006371738,5,0.06071557201574197,TRUE,6927,AUM
t123,SDM2,53375.027556786794,26.91996503738425,4,0.042411743157494734,TRUE,6927,SDM
t124,AUM2,54206.343252689265,583.7632609455268,3,0.16717308092188585,TRUE,6927,AUM
t124,AUM4,53698.94995586514,58.68359992535525,5,0.09125435172804051,TRUE,6927,AUM
t124,SDM2,53730.82885672464,99.40568288287449,4,0.08385028750578347,TRUE,6927,SDM
t125,AUM2,59189.57856510105,384.3398280114268,3,0.13546367767548442,TRUE,6927,AUM
t125,AUM4,58851.95041295186,29.025311666186642,5,0.06360666592032647,TRUE,6927,AUM
t125,SDM2,58867.75473764671,53.67281845907307,4,0.06107218857502347,TRUE,6927,SDM
t126,AUM2,56023.568421502554,722.0284129103699,3,0.1860115042742258,TRUE,6927,AUM
t126,AUM4,55324.67882882129,5.452456033060679,5,0.02535287563053181,TRUE,6927,AUM
t126,SDM2,55321.33776381632,10.954573126114742,4,0.025423471509100393,TRUE,6927,SDM
t127,AUM2,47543.538401322636,707.6092661734617,3,0.18413695364478713,TRUE,6927,AUM
t127,AUM4,46970.30743208959,116.69193274438953,5,0.12923464208986274,TRUE,6927,AUM
t127,SDM2,47007.790544635645,163.0182273884626,4,0.10780773679262322,TRUE,6927,SDM
t128,AUM2,53559.707526910635,831.1308519138585,3,0.1996256122323329,TRUE,6927,AUM
t128,AUM4,52765.17493612617,18.91189693334173,5,0.050850847681040964,TRUE,6927,AUM
t128,SDM2,52764.3958715567,26.976014461907535,4,0.04245941213765423,TRUE,6927,SDM
t129,AUM2,47346.052900084855,585.7987346051074,3,0.1674657808864789,TRUE,6927,AUM
t129,AUM4,46779.580393469085,1.6398637932869509,5,0.009611057473912391,TRUE,6927,AUM
t129,SDM2,46867.43245042948,98.33510285170816,4,0.08338821760626551,TRUE,6927,SDM
t130,AUM2,47871.41451757203,896.5617726482386,3,0.2073619505144582,TRUE,6927,AUM
t130,AUM4,47003.485262075184,10.946152955350161,5,0.037892649525008704,TRUE,6927,AUM
t130,SDM2,46994.7223513972,11.026424375384583,4,0.025525266336558158,TRUE,6927,SDM
t131,AUM2,50664.718134879935,574.7757825796879,3,0.16587451166504982,TRUE,6927,AUM
t131,AUM4,50355.11297096785,247.48425447155637,5,0.18863487862773573,TRUE,6927,AUM
t131,SDM2,50701.68013064012,602.8945962418566,4,0.2082627302755972,TRUE,6927,SDM
t132,AUM2,52476.02480488487,534.5016486358548,3,0.15992600435080118,TRUE,6927,AUM
t132,AUM4,51969.73012438221,10.520603937144537,5,0.03707316426682251,TRUE,6927,AUM
t132,SDM2,52029.85518071271,79.48884236566111,4,0.07478801298675146,TRUE,6927,SDM
t133,AUM2,57041.76713452246,418.82069905262483,3,0.14145549764840235,TRUE,6927,AUM
t133,AUM4,56731.57386894668,90.94106928080001,5,0.11394792719165507,TRUE,6927,AUM
t133,SDM2,56802.228390537,170.43877296915122,4,0.11026392376286293,TRUE,6927,SDM
t134,AUM2,57688.304590234366,446.92800604242314,3,0.14615815458567427,TRUE,6927,AUM
t134,AUM4,57281.8763897616,22.81344137361692,5,0.05611636090531451,TRUE,6927,AUM
t134,SDM2,57279.05416035808,28.83439406813512,4,0.04401070291573659,TRUE,6927,SDM
t135,AUM2,54298.72182256346,756.7562950135502,3,0.19045056040226224,TRUE,6927,AUM
t135,AUM4,53568.58487317912,8.932981433151975,5,0.03384118990850582,TRUE,6927,AUM
t135,SDM2,53560.17875973502,9.370050087090553,4,0.023064690326980265,TRUE,6927,SDM
t136,AUM2,54766.446128885764,334.3913400874248,3,0.12628080928348986,TRUE,6927,AUM
t136,AUM4,54450.22987698147,0.4887239870824498,5,0,TRUE,6927,AUM
t136,SDM2,54486.28158189217,45.38361099582632,4,0.05595968446344241,TRUE,6927,SDM
t137,AUM2,60487.68462121063,207.5651602391661,3,0.09921620561373236,TRUE,6927,AUM
t137,AUM4,60314.00509883556,16.19927366805473,5,0.04684236604644385,TRUE,6927,AUM
t137,SDM2,60305.197504768774,16.234861699287354,4,0.0320545020237699,TRUE,6927,SDM
t138,AUM2,57993.631069332856,323.6591360275156,3,0.12421915992853295,TRUE,6927,AUM
t138,AUM4,57710.21121037193,22.55291287053465,5,0.05578024183372739,TRUE,6927,AUM
t138,SDM2,57716.81736204082,38.00224663744821,4,0.05097734463796749,TRUE,6927,SDM
t139,AUM2,57290.76310298762,305.04939012382596,3,0.12056069985865157,TRUE,6927,AUM
t139,AUM4,57006.11470740756,2.714630347706799,5,0.015733040450499818,TRUE,6927,AUM
t139,SDM2,57235.066438615526,240.50954365370174,4,0.131209502583425,TRUE,6927,SDM
t140,AUM2,54267.48513641126,485.0630719315641,3,0.15230659561546842,TRUE,6927,AUM
t140,AUM4,53809.859515128635,9.751086452892581,5,0.03554335288082382,TRUE,6927,AUM
t140,SDM2,53821.671986180176,30.40673960246773,4,0.04528173965822451,TRUE,6927,SDM
t141,AUM2,56900.519978493096,917.7480627651344,3,0.2098058184085917,TRUE,6927,AUM
t141,AUM4,56004.30812519685,3.849845272848359,5,0.020283273507617945,TRUE,6927,AUM
t141,SDM2,55995.62602239948,4.010924573495277,4,0.012047870728001089,TRUE,6927,SDM
t142,AUM2,54479.35406003453,939.630555343208,3,0.2123004621518367,TRUE,6927,AUM
t142,AUM4,53582.38671623184,24.97684734447993,5,0.05883333201789105,TRUE,6927,AUM
t142,SDM2,53628.12636608768,79.55967929833761,4,0.07482218915385076,TRUE,6927,SDM
t143,AUM2,56007.64952167618,351.3162870299293,3,0.12946538583030842,TRUE,6927,AUM
t143,AUM4,55697.100660954675,23.0810621123776,5,0.056459546556277745,TRUE,6927,AUM
t143,SDM2,55713.72683176773,48.55041502344258,4,0.057966114053631404,TRUE,6927,SDM
t144,AUM2,57466.59277610354,316.6950316760244,3,0.1228628538899554,TRUE,6927,AUM
t144,AUM4,57405.439369275286,237.85526065173207,5,0.184913629775219,TRUE,6927,AUM
t144,SDM2,57458.228530520595,299.487603995059,4,0.14653684787000448,TRUE,6927,SDM
t145,AUM2,59537.43325530013,321.25184166616424,3,0.12375200431147167,TRUE,6927,AUM
t145,AUM4,59364.04459480774,130.17681697773006,5,0.13655880121743255,TRUE,6927,AUM
t145,SDM2,59363.35098736418,138.3263916322005,4,0.0991978771305737,TRUE,6927,SDM
t146,AUM2,57696.65155411502,1054.5333598101322,3,0.2249460163129079,TRUE,6927,AUM
t146,AUM4,56672.89923475606,13.094676255124188,5,0.041785396748433776,TRUE,6927,AUM
t146,SDM2,56705.11359972202,54.152223319095754,4,0.061354839195471474,TRUE,6927,SDM
t147,AUM2,57317.46753268195,358.6994627258851,3,0.13083031390808536,TRUE,6927,AUM
t147,AUM4,57033.67302272866,57.21858857655698,5,0.09008808914003072,TRUE,6927,AUM
t147,SDM2,57063.96532156903,96.35406951495598,4,0.08252636691009792,TRUE,6927,SDM
t148,AUM2,55275.33645392744,1404.2979357930958,3,0.2596761238959881,TRUE,6927,AUM
t148,AUM4,54088.52618127023,199.80129893983909,5,0.1694092091400351,TRUE,6927,AUM
t148,SDM2,54086.04128342438,206.1595831920231,4,0.12139402002639282,TRUE,6927,SDM
t149,AUM2,58721.62381628762,840.454789730852,3,0.20074626060947287,TRUE,6927,AUM
t149,AUM4,57907.210778566696,8.355387813864487,5,0.032585935544389204,TRUE,6927,AUM
t149,SDM2,57914.818403413214,24.806194758413014,4,0.040573158982942566,TRUE,6927,SDM
t150,AUM2,59132.198683008355,283.8156317863117,3,0.11624583958550068,TRUE,6927,AUM
t150,AUM4,58950.76112799177,84.69171257369041,5,0.10991795342573706,TRUE,6927,AUM
t150,SDM2,58951.31104841533,94.08481509528602,4,0.0815279305339277,TRUE,6927,SDM
t151,AUM2,54521.93513226311,839.5544285012049,3,0.20063831880852998,TRUE,6927,AUM
t151,AUM4,53759.71987180223,59.65280384427825,5,0.09201778928403141,TRUE,6927,AUM
t151,SDM2,53751.41356916647,60.189683306558265,4,0.06480901265157359,TRUE,6927,SDM
t152,AUM2,57301.140930100504,515.9977729458768,3,0.15711748499922726,TRUE,6927,AUM
t152,AUM4,56804.09090362873,1.2613822780560247,5,0.0061427872692027576,TRUE,6927,AUM
t152,SDM2,56796.25327845399,2.2669392013377094,4,0.004389535712581733,TRUE,6927,SDM
t153,AUM2,56404.61566237873,225.80840585883138,3,0.10354581827997633,TRUE,6927,AUM
t153,AUM4,56221.887770075984,25.394149360047678,5,0.05934310218158061,TRUE,6927,AUM
t153,SDM2,56238.91131354067,51.26087492275467,4,0.05962981595136552,TRUE,6927,SDM
t154,AUM2,55766.59075273582,582.1843843239541,3,0.16694568593715442,TRUE,6927,AUM
t154,AUM4,55222.07722260372,19.984489995817984,5,0.05235122801709558,TRUE,6927,AUM
t154,SDM2,55227.55975596033,34.31020545042431,4,0.048292786851707514,TRUE,6927,SDM
t155,AUM2,52681.04069147955,209.13807809029035,3,0.09959691585083948,TRUE,6927,AUM
t155,AUM4,52585.26827055842,95.67929297311538,5,0.11691087454735866,TRUE,6927,AUM
t155,SDM2,52592.953962577405,112.20816709013675,4,0.08919064366532199,TRUE,6927,SDM
t156,AUM2,58084.03166857704,605.2170177463578,3,0.17023281890975572,TRUE,6927,AUM
t156,AUM4,57575.7194571173,79.21844209058773,5,0.10626297904105601,TRUE,6927,AUM
t156,SDM2,57607.92136857499,120.26353564630462,4,0.09239273807325009,TRUE,6927,SDM
t157,AUM2,48763.110241503775,800.8588417669122,3,0.1959430256531185,TRUE,6927,AUM
t157,AUM4,48030.46249144345,50.524727510527114,5,0.08455483638829783,TRUE,6927,AUM
t157,SDM2,48040.43990876707,69.34532693217956,4,0.0697214067443253,TRUE,6927,SDM
t158,AUM2,56354.46568961433,440.71682509277645,3,0.14513207316416837,TRUE,6927,AUM
t158,AUM4,55931.43863728564,0.0034085680492110804,5,0,TRUE,6927,AUM
t158,SDM2,55932.20768645993,9.615639840353747,4,0.023445829742610013,TRUE,6927,SDM
t159,AUM2,57928.56681386633,574.490763617552,3,0.16583316392369754,TRUE,6927,AUM
t159,AUM4,57459.91413509869,88.15172065385781,5,0.11216707352222606,TRUE,6927,AUM
t159,SDM2,57451.28905193296,88.36981958615331,4,0.07895750464968347,TRUE,6927,SDM
t160,AUM2,59175.25807506936,146.62764005799087,3,0.08313536179988716,TRUE,6927,AUM
t160,AUM4,59051.92228169523,5.605482487823588,5,0.025784871641639076,TRUE,6927,AUM
t160,SDM2,59043.73810254388,6.264485434484482,4,0.0175446910927768,TRUE,6927,SDM
t161,AUM2,55895.92088172546,162.48095075498284,3,0.08760344535289165,TRUE,6927,AUM
t161,AUM4,55765.72109278307,14.594797616540795,5,0.04430102549492448,TRUE,6927,AUM
t161,SDM2,55768.239479654156,25.956366585643558,4,0.04158367648449393,TRUE,6927,SDM
t162,AUM2,55378.41181283689,207.24517628827195,3,0.09913857749229413,TRUE,6927,AUM
t162,AUM4,55188.94373772074,0.09073697608354037,5,0,TRUE,6927,AUM
t162,SDM2,55181.09860245504,1.0887838083981207,4,0,TRUE,6927,SDM
t163,AUM2,52108.964398601725,1858.9158406396664,3,0.2988449477695015,TRUE,6927,AUM
t163,AUM4,50369.59369759781,101.85877543969951,5,0.1206658153067539,TRUE,6927,AUM
t163,SDM2,50423.98515083899,165.09341077890858,4,0.10850021929757342,TRUE,6927,SDM
t164,AUM2,58633.8719922804,370.8085563626168,3,0.1330386082114813,TRUE,6927,AUM
t164,AUM4,58291.851270080166,11.101469966336055,5,0.038187365208989514,TRUE,6927,AUM
t164,SDM2,58284.17157770603,12.26495969021795,4,0.0272201824900696,TRUE,6927,SDM
t165,AUM2,56570.85315247853,169.89525017329623,3,0.08961666277926457,TRUE,6927,AUM
t165,AUM4,56418.72385128254,0.07958478127795132,5,0,TRUE,6927,AUM
t165,SDM2,56413.11121453854,3.310130135284205,4,0.009724552526884993,TRUE,6927,SDM
t166,AUM2,59530.54828339046,66.80222855090913,3,0.05540956019929842,TRUE,6927,AUM
t166,AUM4,59547.704157147,66.27173811142404,5,0.09707110982447766,TRUE,6927,AUM
t166,SDM2,59539.533377092914,66.94414015536384,4,0.0684671726344262,TRUE,6927,SDM
t167,AUM2,60669.45574166164,286.0819007510139,3,0.11671396693216368,TRUE,6927,AUM
t167,AUM4,60487.09848126516,86.03827615849117,5,0.11079869113810423,TRUE,6927,AUM
t167,SDM2,60482.47625212735,90.25922911870869,4,0.07981646204632456,TRUE,6927,SDM
t168,AUM2,58940.48007889259,441.0613693206513,3,0.145189181526218,TRUE,6927,AUM
t168,AUM4,58693.90159330951,176.79651954152754,5,0.1593061501608503,TRUE,6927,AUM
t168,SDM2,58698.137051455684,189.87515978572597,4,0.11645203703594016,TRUE,6927,SDM
t169,AUM2,47816.015258009946,14.730996812958459,3,0.023759332604413652,TRUE,6927,AUM
t169,AUM4,47820.15778414498,1.187158751961471,5,0.0051979545338110425,TRUE,6927,AUM
t169,SDM2,47813.87998950958,3.752546214580937,4,0.011247270700420049,TRUE,6927,SDM
t170,AUM2,59737.95910022044,827.5556404222583,3,0.19919423369471392,TRUE,6927,AUM
t170,AUM4,59150.99221015624,222.9023861619977,5,0.1789816025613664,TRUE,6927,AUM
t170,SDM2,59161.24849600632,242.00185411010423,4,0.13161933940724127,TRUE,6927,SDM
t171,AUM2,53622.7869326244,1206.9903521037988,3,0.24070121485560214,TRUE,6927,AUM
t171,AUM4,52542.13392958688,108.65098487023343,5,0.124662665868054,TRUE,6927,AUM
t171,SDM2,52536.56542239411,111.92565977546815,4,0.0890762547860004,TRUE,6927,SDM
t172,AUM2,54755.36910603911,538.2756630382795,3,0.1604927903691244,TRUE,6927,AUM
t172,AUM4,54247.33733884644,12.557531649583193,5,0.040846979921052684,TRUE,6927,AUM
t172,SDM2,54280.70712732274,54.77050222389043,4,0.06171745684855707,TRUE,6927,SDM
t173,AUM2,55818.46026087957,461.67966167674354,3,0.14856671497109475,TRUE,6927,AUM
t173,AUM4,55399.34105453668,24.874091137811277,5,0.05870712732849671,TRUE,6927,AUM
t173,SDM2,55404.46595189432,38.842170593478876,4,0.051568561020670964,TRUE,6927,SDM
t174,AUM2,59411.89304789476,290.9700378448792,3,0.11771733743950899,TRUE,6927,AUM
t174,AUM4,59148.54701734332,9.937643097390424,5,0.03592021357848465,TRUE,6927,AUM
t174,SDM2,59250.50970108127,120.74350893337032,4,0.09258003647571718,TRUE,6927,SDM
t175,AUM2,54349.1655557373,283.5220871824478,3,0.11618506615044642,TRUE,6927,AUM
t175,AUM4,54091.30533650706,7.975503756155134,5,0.031733296869967606,TRUE,6927,AUM
t175,SDM2,54114.15585114327,39.66920049038924,4,0.05214415206853527,TRUE,6927,SDM
t176,AUM2,50962.382615087576,208.19666523940037,3,0.0993692308136722,TRUE,6927,AUM
t176,AUM4,50961.232955214175,189.36064116995448,5,0.1649006950665394,TRUE,6927,AUM
t176,SDM2,50961.053172162334,198.0240402161344,4,0.11895072034891993,TRUE,6927,SDM
t177,AUM2,59702.36590367075,143.17250077806258,3,0.08212931291649667,TRUE,6927,AUM
t177,AUM4,59599.330452678994,22.450685590277352,5,0.05564779940912834,TRUE,6927,AUM
t177,SDM2,59809.34411776032,241.30753276964865,4,0.13142881524043792,TRUE,6927,SDM
t178,AUM2,54648.17796901079,340.31455807203093,3,0.1274043690501593,TRUE,6927,AUM
t178,AUM4,54327.62141378473,2.07163864992261,5,0.012438029727517716,TRUE,6927,AUM
t178,SDM2,54340.64809391843,23.941500881654978,4,0.03979656373217668,TRUE,6927,SDM
t179,AUM2,50829.98665515737,847.1533416192693,3,0.20154751637749363,TRUE,6927,AUM
t179,AUM4,50009.586498758545,9.06682102440016,5,0.034125468070225866,TRUE,6927,AUM
t179,SDM2,50017.56836479544,25.8918691593267,4,0.04152766115052462,TRUE,6927,SDM
t180,AUM2,58637.79171945809,805.1515614989604,3,0.1964694346500095,TRUE,6927,AUM
t180,AUM4,57917.578943156455,67.25242100129817,5,0.09779761925788481,TRUE,6927,AUM
t180,SDM2,57914.605056754845,73.12171669770635,4,0.07164955934640103,TRUE,6927,SDM
t181,AUM2,52223.433882848374,833.9859632265161,3,0.19996943648216992,TRUE,6927,AUM
t181,AUM4,51408.63978331729,1.505499499378164,5,0.008542554753564672,TRUE,6927,AUM
t181,SDM2,51416.956589629874,18.665487909982414,4,0.03468338084773731,TRUE,6927,SDM
t182,AUM2,51075.243238523624,488.25479555039215,3,0.15280997224039566,TRUE,6927,AUM
t182,AUM4,50702.47406837192,97.7992612026363,5,0.11821250693361511,TRUE,6927,AUM
t182,SDM2,50694.70926758445,98.87764251318988,4,0.08362270065109653,TRUE,6927,SDM
t183,AUM2,58527.03930583815,636.7480428081439,3,0.1746325092764544,TRUE,6927,AUM
t183,AUM4,57907.984308038416,0.006680812376455236,5,0,TRUE,6927,AUM
t183,SDM2,57899.187064930855,0.052619802843597796,4,0,TRUE,6927,SDM
t184,AUM2,61693.30101061526,121.61365608089508,3,0.07554994023212253,TRUE,6927,AUM
t184,AUM4,61622.89946517969,33.52574644927526,5,0.06852373742875344,TRUE,6927,AUM
t184,SDM2,61619.93626916913,39.40573253673783,4,0.05196147736941975,TRUE,6927,SDM
t185,AUM2,53995.762006394674,1322.0959854438984,3,0.25194455572987057,TRUE,6927,AUM
t185,AUM4,52713.49911708032,22.146731933490887,5,0.05525213142555389,TRUE,6927,AUM
t185,SDM2,52727.113862185906,44.604659137113195,4,0.055455031442412824,TRUE,6927,SDM
t186,AUM2,55387.92456803343,196.93596149798523,3,0.09660418760586686,TRUE,6927,AUM
t186,AUM4,55226.08177434346,17.406803611977526,5,0.048667540169436516,TRUE,6927,AUM
t186,SDM2,55236.313915318526,36.482126685062426,4,0.04988953199234647,TRUE,6927,SDM
t187,AUM2,53814.46278892733,638.1450503617014,3,0.17482487960397788,TRUE,6927,AUM
t187,AUM4,53196.586484743784,2.582381982096137,5,0.015114127125335783,TRUE,6927,AUM
t187,SDM2,53193.68275166026,8.52183099659627,4,0.02169687458423776,TRUE,6927,SDM
t188,AUM2,59690.55066757465,196.66569065164114,3,0.09653684991815188,TRUE,6927,AUM
t188,AUM4,59520.82768039154,9.256339272499785,5,0.034524005060778594,TRUE,6927,AUM
t188,SDM2,59533.28552618162,30.557367160599185,4,0.04540163479843403,TRUE,6927,SDM
t189,AUM2,58061.22814441226,740.5484994465994,3,0.18839183256625505,TRUE,6927,AUM
t189,AUM4,57418.36095529106,79.99494612936047,5,0.10678913281262158,TRUE,6927,AUM
t189,SDM2,57526.681574454306,197.15874739064853,4,0.11868789278461198,TRUE,6927,SDM
t190,AUM2,56907.585235923354,875.7560978594596,3,0.20493362620277666,TRUE,6927,AUM
t190,AUM4,56086.22107889315,36.705576633202156,5,0.07179520365571952,TRUE,6927,AUM
t190,SDM2,56099.60797554553,58.935655383617316,4,0.06410686960643185,TRUE,6927,SDM
t191,AUM2,53947.76721167779,461.7734510170309,3,0.1485819034164622,TRUE,6927,AUM
t191,AUM4,53526.375516940745,22.695392083946174,5,0.05596431054049163,TRUE,6927,AUM
t191,SDM2,53604.18992602959,109.35298327080946,4,0.08802772280374574,TRUE,6927,SDM
t192,AUM2,49704.5912997375,1208.9986819728724,3,0.2409018834149897,TRUE,6927,AUM
t192,AUM4,48515.68694608051,2.407964119839865,5,0.014256837513475605,TRUE,6927,AUM
t192,SDM2,48507.55856373316,3.1227638705206875,4,0.009002365113263423,TRUE,6927,SDM
t193,AUM2,50082.3485585163,926.2890211590558,3,0.2107830160830463,TRUE,6927,AUM
t193,AUM4,49179.71829236417,5.972390810865019,5,0.026792302240427772,TRUE,6927,AUM
t193,SDM2,49193.91852858886,29.015809133592853,4,0.044159220440747375,TRUE,6927,SDM
t194,AUM2,49150.422918197546,768.0001634463645,3,0.19186578850120212,TRUE,6927,AUM
t194,AUM4,48426.631627645096,26.522508697872965,5,0.060700055257180516,TRUE,6927,AUM
t194,SDM2,48451.46475894413,60.198822094925994,4,0.06481410163440211,TRUE,6927,SDM
t195,AUM2,54454.182604708825,621.1821088210994,3,0.17247453974475627,TRUE,6927,AUM
t195,AUM4,54113.24732701872,262.5604669349518,5,0.19431819073744167,TRUE,6927,AUM
t195,SDM2,54219.33290201678,377.4892240310277,4,0.16463082226309633,TRUE,6927,SDM
t196,AUM2,58128.84587269616,1287.9347800998007,3,0.24866079689181111,TRUE,6927,AUM
t196,AUM4,56859.51503214471,0.9175753523024426,5,0,TRUE,6927,AUM
t196,SDM2,56931.61717083768,81.8628961432943,4,0.07592502367915031,TRUE,6927,SDM
t197,AUM2,59426.34124038033,486.16387672697175,3,0.15248039468420663,TRUE,6927,AUM
t197,AUM4,59206.695610261595,248.83188241218696,5,0.18914984684300296,TRUE,6927,AUM
t197,SDM2,59291.935889352826,342.9153436014534,4,0.15686847780947663,TRUE,6927,SDM
t198,AUM2,54233.30535342637,163.708000557793,3,0.08793981097081266,TRUE,6927,AUM
t198,AUM4,54100.60363373334,13.319916668725732,5,0.042172688815506086,TRUE,6927,AUM
