depvar,cmse,pmse,totalr2,delta,adjdelta,bywidth,fpwidth,bydf,fpdf,pmse_oos,cmse_oos,delta_oos,r2_oos,agemse
t0,47.043,308.253,0.0618030096910323,0.132405093218049,0.477989402398939,by_24,fp_4,4,24,0.295299079903959,0.176666549677278,0.374320794999479,0.0219225140421233,3.961
t1,42.096,26.784,0.0190530108443079,0.611149825783972,0.715480318172548,by_20,fp_12,5,8,0.0402440011401142,0.132238305710246,0.7666775110155,0.00302822498424438,7.11
t2,23.572,14.956,0.00786614949369833,0.611814784053156,0.702746750407441,by_24,fp_16,4,6,0.00164340975943444,0.00590463772450533,0.78227352663968,-0.00228970274617124,1.728
t3,125.37,252.369,0.165008026709868,0.331895832836959,0.598444816771921,by_16,fp_4,8,24,0.481279358625605,0.0997558113520955,0.171686356534879,0.140936706945257,4.388
t4,81.018,18.53,0.0336487158940774,0.81385864105758,0.686139670387371,by_16,fp_20,8,4,0.0197724004849814,0.0958317941440331,0.828964679452739,0.013140509637282,3.955
t5,52.783,15.74,0.0135431929708101,0.77029610495746,0.668001130567942,by_20,fp_24,5,3,0.00645198738504105,0.0268888637150295,0.806484022688089,-0.00492270280282381,3.498
t6,161.926,41.264,0.0616209975129541,0.796919139721443,0.540703770405312,by_12,fp_24,10,3,0.0928227007101421,0.0649218412391275,0.411563154178775,0.0114206533602481,20.722
t7,21.799,237.213,0.155694216096285,0.0841621237626056,0.306086736744555,by_20,fp_4,5,24,0.28339101189129,0.00426957115248394,0.01484239205562,0.116002016129726,8.824
t8,13.081,27.688,0.0114992165048847,0.320856533150188,0.4147475665564,by_24,fp_16,4,6,0.0112741935598286,0.00635736770229056,0.360567485078542,-0.00279616002128913,0.123
t9,49.977,30.631,0.0350846944361668,0.620000496228662,0.44927588345814,by_16,fp_20,8,4,0.0337235075322533,0.0203662230844743,0.376526613319386,0.0215758163878794,0.433698
t10,57.03,17.041,0.0273105899074923,0.769936952383524,0.728061916540333,by_20,fp_20,5,4,0.0198170338658529,0.0499741686785878,0.716052551849439,0.00842976574549315,20.475
t11,14.692,1.764,0.00783655316037604,0.89280505590666,0.833257713248639,by_20,fp_24,5,3,1e-08,0.00548807228553971,0.999998177869886,-0.00646073893523269,0.69
t12,123.364,61.289,0.115209395285394,0.668085544237028,0.75119654129539,by_24,fp_16,4,6,0.0687870391133844,0.0598528492396072,0.465274418424317,0.0996699141561521,2.348
t13,170.782,103.821,0.213746927822631,0.621923285615962,0.663747889133092,by_20,fp_16,5,6,0.169164595656144,0.100428157747499,0.372518016451038,0.196786738198979,1.945
t14,78.558,24.933,0.0219181970734741,0.759080499753602,0.825362471107375,by_24,fp_16,4,6,0.0422410743906028,0.0929466946178792,0.687537750638133,0.00783526799821388,2.469
t15,31.631,21.381,0.0165770662670187,0.596676224251113,0.542023484657005,by_20,fp_20,5,4,0.0239985430965347,0.0113021170494506,0.320167300064953,0.00482438853199507,11.023
t16,13.516,42.331,0.0333107536789169,0.242018371622469,0.203463056838239,by_20,fp_20,5,4,0.0713059998594295,0.00296595686678114,0.0399337380825251,0.0206786777319429,0.043
t17,93.925,10.966,0.0291249293404559,0.895453375408758,0.719851316310499,by_12,fp_24,10,3,0.0111611957827026,0.0580289456307131,0.838688062277345,0.00814326567593893,0.629
