depvar,cmse,pmse,totalr2,delta,adjdelta,bywidth,fpwidth,bydf,fpdf,pmse_oos,cmse_oos,delta_oos,r2_oos,agemse
t0,96.775,151.413,0.0393393958635886,0.389926184988799,0.148437931394143,by_12,fp_24,11,3,0.403669100210348,0.297766047615643,0.424509733420874,0.00105160470474019,5.556
t1,30.611,17.691,0.0196531945061831,0.633741874042483,0.674942396948416,by_24,fp_16,5,6,0.0240052933553837,0.105107542707004,0.814075082792045,0.00473531734692834,1.14
t2,4.908,25.397,0.00934462643703363,0.161953473024253,0.236175856696882,by_24,fp_12,5,8,0.0096653261196209,0.000735466499525383,0.0707125434047691,-0.00645730235293351,2.818
t3,137.818,156.542,0.141033908472834,0.468195406984645,0.305649564650412,by_16,fp_20,8,4,0.137328308171559,0.0741638648028725,0.350669548474679,0.122975571069774,12.957
t4,45.025,10.398,0.0228253778503228,0.812388358623676,0.742717165385504,by_20,fp_20,6,4,0.0221847323307648,0.0185543362655024,0.455443310434507,0.00230605974047904,21.431
t5,26.901,19.923,0.00978700433606058,0.5745130702204,0.618364039674969,by_24,fp_16,5,6,0.0068974761299847,0.0214614674288642,0.756779510644625,-0.0035880060411142,0.213
t6,367.136,23.559,0.0981023745189325,0.939699765801968,0.609125871457345,by_4,fp_24,30,3,0.0309866099142837,0.0438010353783123,0.585672074671518,-0.0108843862803207,17.27
t7,73.625,163.724,0.155958358516237,0.310197220127323,0.37483835493692,by_20,fp_12,6,8,0.100201524806643,0.0992307295447106,0.497566102672082,0.128665238450612,0.254
t8,42.104,5.945,0.014773431601768,0.876272138858249,0.841563840844282,by_16,fp_16,8,6,0.003839792606116,0.0227047897156467,0.855345525517351,0.000720054264953252,15.041
t9,36.35,36.386,0.0248765462599053,0.499752529696436,0.333113396015469,by_20,fp_24,6,3,0.0198436529320438,0.00777274297527564,0.281453923291111,0.0132112864818321,2.53
t10,15.126,29.742,0.015256022987742,0.337122225193902,0.448646363980157,by_24,fp_12,5,8,0.0162546886505996,0.0213211002188167,0.56741590423855,-0.00287117242204959,21.76
t11,9.522,33.915,0.0120412357997503,0.219214034118378,0.14417006071434,by_24,fp_24,5,3,0.0296546075042893,0.00619917050593399,0.172901458366992,0.00263477424277647,3.893
t12,84.739,74.305,0.113540584589789,0.532802243404341,0.695200239557311,by_20,fp_8,6,12,0.0449998382185087,0.149562896004096,0.768712963464919,0.0930017126616669,3.83
t13,115.573,86.708,0.195942692048292,0.571348767308843,0.499918535190635,by_16,fp_16,8,6,0.209343469344168,0.0597208166399652,0.221957427094159,0.172652526574981,2.677
t14,75.8,9.1,0.0239863214665754,0.89281507656066,0.751797669228862,by_12,fp_20,11,4,0.00785345852422104,0.0239319648839708,0.752922639306512,0.00361782030936342,1.942
t15,48.595,26.658,0.0171015419974694,0.645754986512166,0.498573890918045,by_12,fp_16,11,6,0.0181641817055831,0.044344042037719,0.709411328336947,0.000994397396965718,4.8
t16,7.316,48.596,0.0238047600809249,0.130848476176849,0.0828451503804808,by_24,fp_24,5,3,0.0868409749727354,0.0106173274203936,0.108942256941489,0.012046618728227,0.212
t17,115.341,32.732,0.0371784356256602,0.778946870800214,0.569230060587716,by_8,fp_16,16,6,0.149813308141703,0.248776821219785,0.624141951578948,0.00250867273133115,6.477
t18,40.574,151.146,0.0751773561810082,0.21163154600459,0.300458566982807,by_24,fp_12,5,8,0.227665898755686,0.0437577958281605,0.161215828615298,0.0565850705292801,1.383
t19,122.798,47.159,0.115540692427734,0.722523932524109,0.486357123831986,by_12,fp_20,11,4,0.0459005864675169,0.299560889171881,0.86713254674038,0.0980248551111506,46.776
t20,18.967,41.509,0.0323133565718112,0.313628546861565,0.267694142470529,by_24,fp_20,5,4,0.0154596518129214,0.017772724771525,0.534801497761165,0.0144553559733919,3.383
t21,33.049,34.1,0.0430734019888084,0.492174120240063,0.3264131003763,by_20,fp_24,6,3,0.0395381297867262,0.00673442067834151,0.145538134610183,0.0284755874468908,0.714
t22,25.963,54.893,0.0495228063663489,0.321101711684971,0.191257394161283,by_20,fp_24,6,3,0.0659548591197768,0.00171154868518464,0.0252939196967264,0.0327988572780354,3.779
t23,33.07,8.828,0.0162950738208304,0.789297818511624,0.692082316009766,by_24,fp_24,5,3,0.0154751205352616,0.00582112627396614,0.273340477602083,0.0029323582008377,0.577
t24,21.763,35.081,0.0170534852881957,0.3828548307649,0.426749198484883,by_24,fp_16,5,6,0.0203926657564459,0.00602857795254885,0.22817161898009,-0.00622068803122233,8.31
t25,17.728,37.012,0.0151880222264215,0.323858238947753,0.534786674576919,by_24,fp_8,5,12,0.0413901440690208,0.0368707163201445,0.47112587488559,-0.00706336069996216,6.067
t26,106.16,15.307,0.0451527480628487,0.873982233857756,0.65415512152439,by_12,fp_24,11,3,0.0316175381349419,0.0234538459409528,0.425880815136781,0.0202090687280019,0.555
t27,122.423,35.169,0.0711341166269926,0.776835118533936,0.465311536721918,by_8,fp_20,16,4,0.0241046256008686,0.0936403672706957,0.795281098473871,0.0452404282435713,6.015
t28,15.341,98.348,0.0447281030449785,0.134938296581024,0.134938296581024,by_20,fp_16,6,6,0.116942407998467,0.0258260453889546,0.180894621859299,0.0275461137938499,1.194
t29,12.57,26.055,0.0139235060764841,0.325436893203884,0.3914515940675,by_20,fp_12,6,8,0.012516088382013,0.00309718787558655,0.198368864067145,-0.000185974111006848,8.517
t30,10.435,4.873,0.00805175450830188,0.681669715181604,0.517070511867598,by_20,fp_24,6,3,1.88760350394723e-05,1e-08,0.000529491763575559,-0.0150141956756182,7.926
t31,46.049,4.671,0.00944792134539716,0.907906151419558,0.831344442237909,by_20,fp_24,6,3,0.00409715378173559,0.01366723528637,0.769361402408617,-0.00607704224894667,2.536
t32,198.257,8.674,0.0439677338014333,0.958082645906123,0.820508469666056,by_4,fp_16,30,6,0.020363924232543,0.0843491053960351,0.805526358039924,0.000615433784714736,0.221
t33,596.993,8.373,0.142419476475543,0.986168697944714,0.876998426672817,by_4,fp_24,30,3,0.0101333750916839,0.0639661298757443,0.863246386110971,-0.0509513223166649,7.589
t34,31.491,73.994,0.109656600586846,0.298535336777741,0.253993474938197,by_24,fp_20,5,4,0.0814952627215673,0.0220174039711827,0.212702509505774,0.0720886911737486,3.2
t35,58.009,224.71,0.253390673130982,0.205182531064414,0.236513355495092,by_24,fp_16,5,6,0.167746735038787,0.117096260700038,0.411090539180414,0.236378863318933,17.757
t36,27.551,1.829,0.0210370191612832,0.937746766507828,0.909439007080493,by_20,fp_20,6,4,1e-08,0.0621617025051535,0.999999839129271,0.0102904032834994,1.378
t37,25.934,9.927,0.0112118182399077,0.723181171746465,0.662088332907838,by_16,fp_16,8,6,0.00699404587595964,0.0233202976101681,0.769282620975769,6.87735651629939e-05,5.07
t38,149.956,21.951,0.108980664158757,0.872308864676831,0.719241026034572,by_16,fp_24,8,3,0.0194838934101815,0.250889578791946,0.927937111390811,0.0816616421955945,0.907
t39,25.815,37.327,0.0397465699977574,0.408840391498527,0.293263405028779,by_24,fp_24,5,3,0.0153657185992631,0.00748885366882579,0.327674199323444,0.0199564825133552,58.921
t40,12.338,88.221,0.0930233744816538,0.122694139758749,0.251299729615504,by_24,fp_8,5,12,0.143529456796908,1e-08,6.96721044337877e-08,0.0676459066647325,0.827
t41,32.906,33.239,0.0247139719256668,0.49748280293295,0.44195971378589,by_24,fp_20,5,4,0.0173642287411289,0.0151898881352914,0.46660421454387,0.00872023511368147,102.152
t42,33.028,50.526,0.0171072943630476,0.395289274002442,0.395289274002442,by_16,fp_12,8,8,0.0730873365591374,0.0674138109197429,0.479809682194064,-0.00619658123283173,12.299
t43,19.598,80.857,0.0700091542008308,0.19509232989896,0.162410887612213,by_24,fp_20,5,4,0.145712842816063,1e-08,6.86281258429771e-08,0.0473921466641004,8.397
t44,31.255,60.073,0.0268303615503694,0.342228013314646,0.384365488476004,by_24,fp_16,5,6,0.0334831928706243,0.0660250706175387,0.663513444040682,0.0079726101506199,1.256
t45,15.631,24.081,0.012113067404306,0.393608984689766,0.393608984689766,by_20,fp_16,6,6,0.00518225043630149,0.00145330299126023,0.219017600736018,-0.00492889340892133,8.694
t46,301.006,54.952,0.215065222999034,0.845622236331253,0.665759835797259,by_12,fp_20,11,4,0.0437532605291157,0.235024001007064,0.84305297968702,0.170406801977671,0.108
t47,11.169,22.641,0.0263671723381032,0.330346051464064,0.228386226075577,by_24,fp_24,5,3,0.0293414704254175,1e-08,3.40814432503459e-07,0.0118412594977068,0.741
t48,82.465,31,0.0769790588958902,0.726787996298418,0.780069053587476,by_20,fp_12,6,8,0.0195288931829801,0.0439778961075469,0.692491253279385,0.0631573300357391,14.414
t49,21.951,24.773,0.0113833095361816,0.469801386867563,0.515340159877294,by_24,fp_16,5,6,0.0158540013266035,0.0544965594531468,0.774642857841057,-0.00522920895435908,1.532
t50,224.525,134.607,0.181234297036923,0.625187953175991,0.625187953175991,by_16,fp_12,8,8,0.106858588854711,0.255595221518677,0.70518012006929,0.151919437125668,1.341
t51,43.483,123.608,0.0870020210741774,0.260235440568313,0.584566780937017,by_20,fp_4,6,24,0.0582651812432289,0.0460026915762168,0.441197181186163,0.0609715854134216,20.95
t52,109.72,21.604,0.0304533998088874,0.835490847065274,0.71746181209458,by_16,fp_20,8,4,0.0808058004256034,0.220981289415956,0.732242355138429,0.00534933751593947,8.558
t53,186.421,59.096,0.0942685348811849,0.759299763356509,0.440914842539705,by_8,fp_20,16,4,0.078553284990159,0.160963043483583,0.672033696029327,0.048710739420656,3.184
t54,26.974,29.061,0.0329051511114811,0.481377710359597,0.481377710359597,by_16,fp_12,8,8,0.0706347726534505,0.00632349044421954,0.0821677905619336,0.018342213839137,12.163
t55,59.753,196.442,0.135771164795079,0.233232498682644,0.477132081096404,by_16,fp_4,8,24,0.565556238751612,0.143239037782973,0.20208802530865,0.0822520715501359,20.938
t56,28.51,13.962,0.011720857514897,0.671265775098889,0.357698484392251,by_12,fp_24,11,3,0.0344465138127303,0.0142073326936727,0.292008416884428,-0.00791027539898681,2.162
t57,63.781,15.922,0.0536889626564661,0.800233366372658,0.592944829477579,by_12,fp_20,11,4,0.0217067573825043,0.0600568178376643,0.734518001150837,0.0306164187307502,18.86
t58,39.625,28.827,0.0204715281095089,0.578872786770292,0.407333545780693,by_20,fp_24,6,3,0.0130082019393092,0.0102120757738771,0.439791285014557,0.007353114914743,2.411
t59,40.243,14.502,0.0572092346221969,0.735099095807836,0.509953747703225,by_16,fp_24,8,3,0.00386080587629589,0.0635978370414446,0.942767809886069,0.0320591574032215,120.9
t60,41.246,1.915,0.00917448219493082,0.955631241166794,0.889830142818105,by_16,fp_24,8,3,0.00689200948382984,0.0126072480398651,0.646550158360909,-0.00414502060414423,0.715
t61,46.018,62.799,0.035065566554555,0.422893481717011,0.594413407821229,by_20,fp_8,6,12,0.0470191030157623,0.0239612850258903,0.337576134577193,-0.00332268951013859,3.654
t62,149.479,9.492,0.0608665142536105,0.940290996471055,0.855187051964918,by_16,fp_24,8,3,0.0244189730537879,0.0421516234560334,0.633186807178672,0.026589491648661,3.504
t63,17.273,73.753,0.0240347976372332,0.189758969964625,0.359828553870297,by_24,fp_8,5,12,0.0829105098301692,0.0268472021602297,0.244604243960353,-0.00228107882301676,2.82
t64,79.488,79.754,0.0480825452745032,0.499164793207822,0.272065132071339,by_8,fp_16,16,6,0.0574559048219283,0.0164972692936566,0.22307723084167,0.0224401841507,12.455
t65,75.114,71.367,0.130227875722465,0.51279005468286,0.627422482137767,by_24,fp_12,5,8,0.0514442499680083,0.0955420787050386,0.650006565696054,0.111225568990298,0.157
t66,45.097,21.242,0.0213475905012079,0.679796198314717,0.718120342257797,by_24,fp_16,5,6,0.00843840307188237,0.040384353083308,0.827162500923552,0.00376422616436234,8.875
t67,24.627,51.252,0.0607497274150702,0.324556201320523,0.223786200441629,by_24,fp_24,5,3,0.0246877823350103,0.0274134674286263,0.52615757881031,0.044064439764236,97.71
t68,10.474,2.383,0.00466182439903486,0.814653496149957,0.687270341207349,by_20,fp_24,6,3,0.00178921845425983,0.00190866458235561,0.516150609269284,-0.00201664070501684,7.14
t69,33.651,44.724,0.0115836042093591,0.429358851674641,0.54625143051937,by_24,fp_12,5,8,0.105097172279149,0.0817747720570248,0.437597908811371,-0.0066583555471047,2.461
t70,584.817,19.979,0.24361572853943,0.966965720672756,0.886437916855662,by_4,fp_12,30,8,0.0153130623228946,0.373611586623122,0.960627174532669,0.14324696848181,16.571
t71,78.521,14.179,0.0364375201965016,0.847044228694714,0.880722111148811,by_20,fp_12,6,8,0.0420299631233839,0.02144806991813,0.337881766186788,0.00560539507249003,8.146
t72,17.821,33.066,0.0225333139982457,0.350207322105842,0.301267042524956,by_24,fp_20,5,4,0.0684847839991918,0.02268548816863,0.24882549573694,0.00619095743543618,24.126
t73,10.861,39.533,0.0215554288720674,0.215521689089971,0.120775740322706,by_16,fp_20,8,4,0.0770466736340257,0.014852211733443,0.161614710277003,0.00576584700738836,1.886
t74,32.224,49.718,0.0205628697591946,0.39325376485807,0.39325376485807,by_16,fp_12,8,8,0.141929393786942,0.0727567306539767,0.338898151165793,-0.00740523120045755,2.713
t75,43.915,2.129,0.0222714565105862,0.95376161932065,0.88551993923792,by_16,fp_24,8,3,1e-08,0.0308243060753551,0.999999675580799,0.00019449188231524,0.539
t76,61.479,36.975,0.0474964466926205,0.624443902736303,0.666139351944654,by_24,fp_16,5,6,0.0229559605355827,0.125617139536663,0.845490465471743,0.0295695865889847,0.054
t77,11.652,17.84,0.00606653987439903,0.395090193950902,0.343190386427898,by_24,fp_20,5,4,0.00741408252883224,0.00621304495109154,0.455932107499906,-0.00449850853358846,0.62
t78,452.447,42.345,0.198624891780039,0.914418583970638,0.681219623832381,by_4,fp_16,30,6,0.110885410047379,0.677962592690497,0.85943374431763,0.132438663729846,2.251
t79,11.972,22.199,0.0137915384291174,0.350355564660092,0.301404177917084,by_24,fp_20,5,4,0.0214330803039409,0.00322665072347084,0.130846955300692,-0.00247231889203903,3.787
t80,53.393,72.566,0.0276765651816163,0.423891901332973,0.355603261677948,by_16,fp_16,8,6,0.0640525959031207,0.0291361448549748,0.312657351284615,0.00485133840989549,0.735
t81,21.484,10.053,0.00720300130941828,0.681231569267844,0.587580510618513,by_20,fp_20,6,4,0.00504204761810922,0.00706101634380607,0.583407339333657,-0.00178991179999888,8.355
t82,13.629,2.777,0.00355172841162223,0.830732658783372,0.746494559263857,by_24,fp_24,5,3,0.00223937810128017,0.013966224482499,0.861814573712819,-0.00517422530375233,5.795
t83,73.227,45.834,0.101235941323995,0.615037669765918,0.615037669765918,by_16,fp_12,8,8,0.209483903848496,0.0317194812820392,0.131505124875727,0.076596195337804,0.523
t84,71.112,52.983,0.0385005018485025,0.57304484467545,0.446075387192081,by_24,fp_24,5,3,0.028367065321138,0.0446213710946354,0.611348499650725,0.0217569232277833,5.536
t85,29.965,16.925,0.0155282058530976,0.639048837705268,0.541348629239872,by_20,fp_20,6,4,0.00486007952391798,0.00836367767322632,0.63247362671121,-0.00176413929871067,0.764
t86,16.094,35.065,0.0134446132807678,0.314587853554604,0.268567924205573,by_24,fp_20,5,4,0.0268044748832261,0.0116825327288352,0.303544844187213,0.00195402491658747,11.038
t87,366.558,31.939,0.193852188998735,0.919851341415368,0.893011222083731,by_12,fp_12,11,8,0.135465308274359,0.143518548507891,0.514433165284932,0.136156052167075,9.563
t88,88.65,35.406,0.0706503478223151,0.714596633778294,0.652519542463455,by_16,fp_16,8,6,0.0150317354126766,0.157791995560813,0.913022735199587,0.0470102345021098,21.402
t89,35.347,148.284,0.129312353234897,0.192489285578143,0.322836083990173,by_20,fp_8,6,12,0.286530849844427,0.0346627909302957,0.10791867126226,0.108073819252863,21.003
t90,19.459,3.702,0.0206505726696921,0.840162341867795,0.807879932742408,by_24,fp_20,5,4,0.000974321218953023,0.0292717606187874,0.96778686164443,0.00452223310374389,6.981
t91,21.172,6.956,0.0110457099219423,0.752701934015927,0.603465967392544,by_20,fp_24,6,3,0.00246187691612376,0.00729857249933752,0.747770127036982,-0.00378100449417085,0.876
t92,43.697,2.602,0.00856519048207163,0.943800082075207,0.820791043935059,by_12,fp_24,11,3,0.00188882447802796,0.0172885508899965,0.901507665059458,-0.00132946998994021,0.351
t93,12.038,59.415,0.0241808328391377,0.168474381761438,0.244812254848378,by_24,fp_12,5,8,0.041358738524141,0.00463680481537021,0.10080987153786,0.00901314058123615,13.977
t94,10.676,58.279,0.0142855539492664,0.154825610905663,0.305387037641803,by_24,fp_8,5,12,0.0475530498622179,0.0123974046456474,0.206794172745111,0.000507579876833031,0.442
t95,4.931,22.17,0.00872014813773039,0.18194900557175,0.210672477142613,by_24,fp_16,5,6,0.0116168915827599,1e-08,8.60814730051645e-07,-0.00675123481242523,1.88
t96,12.136,10.154,0.00590437518610494,0.544459398833558,0.417628300718071,by_24,fp_24,5,3,0.0191758670425943,0.00694396445438805,0.265850277601917,0.00135360261831186,8.18
t97,325.153,163.514,0.238964700149508,0.665387677088897,0.284542273149311,by_4,fp_16,30,6,0.145809342548239,0.124107919069815,0.459799859874964,0.159792490138268,0.592
t98,5.155,50.527,0.0230271131179346,0.0925792895370138,0.0576837001118986,by_24,fp_24,5,3,0.0382512273681939,1e-08,2.61429451385932e-07,-0.00429791845790084,1.153
t99,64.183,32.556,0.0224526912492287,0.663465613661502,0.611977726501268,by_24,fp_20,5,4,0.0454408839873346,0.0867835591349551,0.656335221277446,0.0103352815336295,1.238
t100,28.245,15.118,0.0439080455584261,0.651361760025828,0.599140902582595,by_24,fp_20,5,4,0.00850387598622782,0.0369650128057946,0.812973745078199,0.0324712551345723,4.487
t101,71.867,40.118,0.0692570635944623,0.641755592266821,0.704885955147099,by_20,fp_12,6,8,0.0147708100017599,0.0267177597695163,0.643978809508487,0.049984135115418,72.483
t102,11.342,26.987,0.010521799304103,0.295911711758721,0.201383751279881,by_24,fp_24,5,3,0.0102732320645178,0.00406146084029535,0.283330858028471,-0.000723996396397419,0.10900814
t103,143.65,38.303,0.0398554280029642,0.789489593466445,0.584438832939594,by_8,fp_16,16,6,0.0379413576794889,0.0390318016748217,0.50708327425092,0.00756918619574498,8.708
t104,99.986,7.485,0.0230341152080936,0.930353304612407,0.833591782969003,by_8,fp_16,16,6,0.0318633647532982,0.0345333183110805,0.520106076347169,-0.0151837161496706,18.394
t105,11.579,0.544,0.00639405352960216,0.955126618823724,0.927383399631578,by_24,fp_24,5,3,1e-08,0.00292589305334179,0.999996582251764,-0.00295689209072059,0.02
t106,16.748,63.895,0.0190659349330191,0.207680765844525,0.258979344897304,by_20,fp_12,6,8,0.0354320630573102,0.00944418088114229,0.210449450584477,-0.00217973139057648,1.004
t107,33.681,23.976,0.030611921832597,0.584161506842187,0.457367499083391,by_24,fp_24,5,3,0.0323795358377437,0.0191065882951451,0.371101702000909,0.0126820064327651,25.059
t108,46.177,17.544,0.0337185594030898,0.724674754005744,0.568227404171537,by_16,fp_20,8,4,0.012649994496481,0.0602693086326448,0.826520633719163,0.0129332287425329,4.994
t109,42.861,12.593,0.0665919441796598,0.772910881090634,0.629873469807633,by_16,fp_20,8,4,0.0310896796431738,0.0391107671201959,0.557129889102127,0.0437260044133827,0.227
t110,26.386,20.812,0.0204966646607285,0.559049112250519,0.322233710829052,by_16,fp_24,8,3,0.054365847975569,0.0159914382984118,0.227289015044426,0.00322327029295744,13.183
t111,42.198,47.32,0.0208582058951648,0.471391228579727,0.308379251377541,by_20,fp_24,6,3,0.0819298496947505,0.0398636845307023,0.327305425400583,0.00384897930478689,0.885
t112,46.465,13.485,0.0136776774332316,0.775062552126772,0.632736433580718,by_8,fp_12,16,8,0.00997893012214779,0.00613905669596759,0.380882349963692,-0.000497553163921083,3.34
t113,54.069,103.806,0.129868967465859,0.342479809976247,0.342479809976247,by_20,fp_16,6,6,0.222479012940404,0.0261718912711163,0.105255564439262,0.113682999824308,26.997
t114,18.288,27.557,0.0466172854751773,0.398909368524376,0.346795488700418,by_24,fp_20,5,4,0.0319014557133389,0.0146551792953881,0.314781755439176,0.0312872214126888,20.397
t115,39.341,70.86,0.114886445001718,0.356993130733841,0.293982259884473,by_16,fp_16,8,6,0.0559606109854801,0.0505610184353759,0.474654947640864,0.101762701276446,47.563
t116,68.082,131.17,0.0706171264797004,0.341687912793849,0.237468840687551,by_24,fp_24,5,3,0.205981855828945,0.0638587870103091,0.236653701749259,0.0466637878432603,1.21
t117,12.937,55.031,0.0215972143513168,0.190339571563089,0.123615295923762,by_24,fp_24,5,3,0.0311918342215142,0.00783417549119836,0.200742416374852,0.0115938096005598,8.925
t118,75.089,17.586,0.0831020964295153,0.810240086323172,0.699608683499488,by_12,fp_16,11,6,0.0233202952621429,0.0739977450191653,0.760370274671242,0.0617575343879984,0.81
