depvar,cmse,pmse,totalr2,delta,adjdelta,bywidth,fpwidth,bydf,fpdf,pmse_oos,cmse_oos,delta_oos,r2_oos,agemse
t0,10.758,304.579,0.0610256308292642,0.0341158823734608,0.144963160137601,by_20,fp_4,5,24,0.0986016495039301,0.0055619273904417,0.0533960867730361,0.0258953901496337,0.201
t1,32.001,11.704,0.0178461297060943,0.732204553254776,0.621286151576141,by_20,fp_24,5,3,0.00665849928096263,0.0563688526262003,0.89435540159183,0.00484376854675195,0.29
t2,3.546,3.705,0.00585889513462731,0.489035995035168,0.417864718359651,by_24,fp_24,4,3,0.00665244521448516,1e-08,1.50320440763372e-06,-0.00353369047651886,1.718
t3,36.951,83.373,0.109873263624833,0.307095841228683,0.34719083704083,by_20,fp_16,5,6,0.0934450931901137,0.0369657137482033,0.283455908417833,0.0945071277216127,8.175
t4,55.47,21.628,0.0245011652709589,0.719473916314301,0.490257310699576,by_16,fp_24,8,3,0.019489558073881,0.0583695120600847,0.749681597271238,0.0113185327609435,1.66
t5,61.844,24.989,0.0168962120790903,0.712217705250308,0.574453163824053,by_12,fp_16,11,6,0.00525973509222721,0.0199957409279312,0.791738825748959,-0.00544198410687802,1.528
t6,115.377,112.831,0.0588991036452198,0.50557824440861,0.380244230934014,by_20,fp_24,5,3,0.203952586262748,0.137222270609081,0.402205109330879,0.0263124239389496,18.143
t7,19.484,163.72,0.144300252338051,0.106351389707648,0.151472432701378,by_24,fp_16,4,6,0.137089912818334,0.0361419700986563,0.208633477221828,0.120853112566812,14.717
t8,12.06,14.741,0.00711683187774718,0.449983209581732,0.395588174996925,by_20,fp_20,5,4,0.0182208830750759,0.0174930859957316,0.489810750551118,-0.00486437308936605,7.774
t9,18.023,25.418,0.0235797564869435,0.414884556064547,0.515409179734045,by_24,fp_16,4,6,0.0156703209385076,0.00813042402021402,0.341603762164372,0.00667518954879132,0.737
t10,36.094,19.093,0.0164540551194304,0.654030840596517,0.60196546878974,by_20,fp_20,5,4,0.0360578457897431,0.0589388396384622,0.620430485261571,-0.00168937920346668,6.029
t11,24.024,8.908,0.00992830933979057,0.729503218753796,0.61804960038418,by_20,fp_24,5,3,0.0107566116794126,0.00810235017530669,0.429628642219199,0.00152633319526274,7.139
