depvar,cmse,pmse,totalr2,delta,adjdelta,bywidth,fpwidth,bydf,fpdf,pmse_oos,cmse_oos,delta_oos,r2_oos,agemse
t0,6.363,202.832,0.0494928621731947,0.0304165969549941,0.130872966357921,by_20,fp_4,5,24,0.0556250662709071,0.00399060685740571,0.066938887846097,0.0156755421663014,2.091
t1,1.441,28.541,0.0155640656588098,0.0480621706357148,0.0704014331080531,by_24,fp_16,4,6,0.0295439668314228,1e-08,3.3847846744058e-07,-0.00304624125910569,0.295
t2,16.662,30.95,0.0120678103347038,0.349953793161388,0.518467809689766,by_24,fp_12,4,8,0.0194316206901577,0.0113093526776025,0.367891821195982,-0.00901524559180933,1.616
t3,31.45,224.148,0.14413220820627,0.123044781258069,0.402444096100323,by_20,fp_4,5,24,0.241334992690204,0.018161389136222,0.0699870611235339,0.117353868465854,1.686
t4,31.847,4.258,0.019258065619586,0.882066195817754,0.789014691673067,by_16,fp_20,8,4,1e-08,0.0158659645461519,0.999999369720406,-0.000803962724897911,0.716
t5,40.701,7.303,0.0109205115916771,0.847866844429631,0.676369739706526,by_16,fp_24,8,3,0.00364186836916591,0.00281776171351589,0.436211002402487,-0.011457713054611,0.47
t6,81.794,36.17,0.0438712465009277,0.693381031501136,0.629084607062467,by_24,fp_24,4,3,0.0152967380780523,0.0477386723020862,0.757331030514365,0.0234234264035041,0.1483
t7,46.996,195.399,0.152281087664266,0.19388188700262,0.365977544977212,by_20,fp_8,5,12,0.334563359530276,0.0228004350367064,0.0638017487595062,0.114175249892069,16.974
t8,78.217,0.865,0.0183585699413697,0.989061986292709,0.961030610322486,by_12,fp_24,11,3,1e-08,0.0181876022704601,0.999999450175215,-9.63350565625909e-05,4.281
t9,51.112,14.964,0.0279604727957215,0.773533506870876,0.672066480828907,by_20,fp_24,5,3,0.0100252571331269,0.0165768272395775,0.623140164782972,0.0163530848136041,2.75
t10,37.322,11.318,0.0154380403387468,0.767310855263158,0.55289121524863,by_16,fp_24,8,3,0.0108511176375905,0.0262109850149739,0.707217970353344,-0.00513477095463277,8.845
t11,18.558,37.54,0.0160409721133566,0.330813932760526,0.372341563896097,by_20,fp_16,5,6,0.0883506978189582,0.0324608329051005,0.268689856924693,0.0041185189396632,13.504
t12,147.302,46.352,0.115458130135078,0.760645274561847,0.826595088008081,by_24,fp_16,4,6,0.0508819531881964,0.0737921691313785,0.591880397940387,0.104446875031667,1.619
t13,117.93,112.141,0.206214498344912,0.512580898939892,0.716223021309654,by_20,fp_8,5,12,0.338225380546801,0.0461586532682501,0.120084730913823,0.179246475430704,13.856
t14,64.157,3.56,0.0193305205244288,0.94742826764328,0.931111551876775,by_24,fp_24,4,3,0.00471067659169788,0.0522367746621241,0.917280291075683,0.00589942217231909,5.334
t15,31.507,0.514,0.0126912534589974,0.98394803410262,0.958310099054069,by_16,fp_24,8,3,1e-08,0.0180786623770803,0.999999446862038,0.00149606570061511,16.034
t16,2.426,23.442,0.0183569191322942,0.0937838255760012,0.134374653816329,by_24,fp_16,4,6,0.0205727379429089,0.0032490545091528,0.136390009932758,0.00664036551613589,0.185
t17,98.653,10.009,0.0311972113623113,0.907888682336051,0.78185734014119,by_12,fp_20,11,4,0.0119187447622426,0.0504273409303662,0.808829301313208,0.00970611096345153,2.485
