depvar,cmse,pmse,totalr2,delta,adjdelta,bywidth,fpwidth,bydf,fpdf,pmse_oos,cmse_oos,delta_oos,r2_oos,agemse
t0,10.564,207.362,0.0455446547727032,0.0484751704707102,0.196486833763967,by_20,fp_4,5,24,0.075035235922342,0.00519416804486894,0.0647414512388968,0.0154311410875733,2.05
t1,38.378,15.614,0.0185691017721688,0.710809008742036,0.595919339144117,by_20,fp_24,5,3,0.0257322043102375,0.100181482192848,0.795636161366724,0.00524618014607059,0.366
t2,46.277,47.872,0.0156380158570503,0.491529384273864,0.420293716074461,by_16,fp_16,8,6,0.0916007352644721,0.117469157778459,0.56186548942433,-0.00988089570279382,9.223
t3,94.388,139.127,0.152850942311132,0.404205297304242,0.448767515370894,by_20,fp_16,5,6,0.126885531821559,0.0974295183648936,0.434342315791604,0.138081008329274,15.339
t4,83.661,19.595,0.0323939753538518,0.810228945533431,0.615542142967507,by_16,fp_24,8,3,0.0247194568581934,0.0869521582855264,0.778641539066308,0.012423803408155,20.32
t5,81.02,3.589,0.0183938223963619,0.957581344774197,0.918614934579015,by_16,fp_20,8,4,1e-08,0.0250616699061014,0.99999960098445,0.000914945778459075,9.516
t6,110.009,47.04,0.0454985626943678,0.700475647727779,0.651677339478345,by_20,fp_20,5,4,0.122257856908854,0.0874644267426903,0.417048800059861,0.0173994555163584,8.5
t7,45.508,224.991,0.170666243469625,0.168237220840003,0.232775112275066,by_16,fp_8,8,12,0.163505580403098,0.0556791701528867,0.254028485155335,0.138133354147889,4.712
t8,67.172,19.442,0.0197740192298262,0.77553282379292,0.556808620868304,by_12,fp_20,11,4,0.020282430176683,0.0250198529548601,0.552286799369705,0.00385939203352004,0.333
t9,55.097,34.303,0.0359108133516581,0.616297539149888,0.658402659247118,by_20,fp_16,5,6,0.0153453058677894,0.0228356902293144,0.598090478604528,0.0218117717952778,1.22
t10,41.506,18.451,0.0200692245116834,0.692262788331638,0.627857726323857,by_16,fp_16,8,6,0.0134982619865966,0.0444609390827659,0.76710752154015,-0.000691977748101147,0.077
t11,6.778,22.85,0.0123519236107153,0.228770082354529,0.262513071431338,by_20,fp_16,5,6,0.0115411658901856,1e-08,8.66462836642478e-07,0.000398571748918997,3.621
t12,135.711,51.552,0.109546345208262,0.724708030951122,0.79792919760817,by_24,fp_16,4,6,0.0684970601280727,0.0741283349021353,0.519741487036267,0.0979005393894049,4.581
t13,101.838,109.927,0.203224782242838,0.480900998748613,0.526447383952103,by_20,fp_16,5,6,0.160734691978223,0.0886028001017555,0.355352896841261,0.187543862155532,20.081
