depvar,cmse,pmse,totalr2,delta,adjdelta,bywidth,fpwidth,bydf,fpdf,pmse_oos,cmse_oos,delta_oos,r2_oos
t0,10.625,208.397,0.0476790089417563,0.0485111084731214,0.196609829720467,by_20,fp_4,5,24,0.0710004479981384,0.00325722956553898,0.0438638760651495,0.027340351509534
t1,4.319,25.653,0.0139917292043448,0.144101161083678,0.201624574016152,by_24,fp_16,4,6,0.0298498545313182,0.00221110782994749,0.0689657348719773,0.00628307469219869
t2,8.787,1.994,0.00510870502130074,0.815044986550413,0.767714127617439,by_24,fp_24,4,3,0.00211692347444692,0.00247179193789848,0.538667517111306,-0.00369536707024154
t3,45.574,167.528,0.139733784619573,0.213860029469456,0.566307828039117,by_20,fp_4,5,24,0.215235251822299,0.0294879397718473,0.120495076824393,0.122961378178689
t4,59.187,13.012,0.0273219369906258,0.819775897173091,0.630415718409271,by_16,fp_24,8,3,0.0124544350501052,0.0583556014847306,0.824114833721656,0.0149601759482969
t5,28.194,22.439,0.0116464023131618,0.55683052554658,0.601238986490569,by_20,fp_16,5,6,0.00833862034542943,0.00464910856658074,0.357961626553628,-0.00393552597688807
t6,100.328,48.099,0.0430618805056378,0.675941708718764,0.625284548158558,by_20,fp_20,5,4,0.133528768477726,0.0939708390456611,0.413059345766128,0.011929167011193
t7,33.305,176.002,0.146366683577412,0.159120335201403,0.312314893683528,by_20,fp_8,5,12,0.185034265659451,0.0160087035251989,0.0796282684747636,0.117445553483283
t8,47.008,6.06,0.0132832608627546,0.885806889274139,0.808837193296397,by_12,fp_16,11,6,0.00386535617757244,0.0148819491259996,0.793818038647082,0.000464115289111722
t9,41.646,24.161,0.0279529512229065,0.63285060859787,0.579646402611095,by_20,fp_20,5,4,0.0174519621506414,0.0208587902250521,0.544463079725005,0.0205963140107024
t10,22.506,16.115,0.014630398069282,0.58273996012532,0.626294576807306,by_20,fp_16,5,6,0.0119033152380211,0.0265963418220799,0.690820226802563,0.00131662151253742
t11,4.293,13.061,0.00950041357214632,0.247378126080443,0.330222301992257,by_24,fp_16,4,6,0.0237199956334039,0.0032524322311499,0.120583591787973,0.00215550973670509
t12,89.163,106.185,0.110274717757481,0.456431598992567,0.668354487310425,by_20,fp_8,5,12,0.277644565004181,0.110639533263268,0.284944796237985,0.0959105751534178
t13,91.23,61.233,0.192126756297815,0.59837468762913,0.527725395374666,by_16,fp_16,8,6,0.0900022546022465,0.128186330759462,0.587502460529534,0.178811810324212
t14,81.572,10.748,0.0221851254785867,0.883578856152513,0.919252325214491,by_24,fp_16,4,6,0.011639800104955,0.0925440983073388,0.888276400841788,0.00807346986735091
t15,33.223,6.055,0.0120372960673029,0.845842456336881,0.845842456336881,by_24,fp_20,4,4,1e-08,0.0308978843845347,0.99999967635335,0.00428856449924342
t16,5.73,22.178,0.0237659844344388,0.205317471692705,0.114403226450505,by_16,fp_20,8,4,0.0418034310134102,1e-08,2.39214757387845e-07,0.0108232740259869
t17,73.189,7.243,0.0257245602869668,0.909948776606326,0.791201069507155,by_16,fp_24,8,3,0.00295123399961683,0.0395091344233167,0.930494385488591,0.0148156951565479
