depvar,cmse,pmse,totalr2,delta,adjdelta,bywidth,fpwidth,bydf,fpdf,pmse_oos,cmse_oos,delta_oos,r2_oos
ipron,74.504,7.06,0.0343143607331499,0.913442204894316,0.926812681931648,by_20,fp_16,5,6,1e-08,0.0260240448190246,0.999999615740127,0.0217298762613356
article,4.712,19.098,0.0239535993478476,0.19790004199916,0.128947512451426,by_20,fp_24,5,3,0.0260756813727364,1e-08,3.83498939953537e-07,0.0152776715546421
prep,40.649,27.566,0.0678234613839951,0.595895330938943,0.638927602141862,by_20,fp_16,5,6,0.0285784014074572,0.0201504989305366,0.413522545979255,0.0534985154967248
auxverb,22.246,8.35,0.0654431393260465,0.727088508301739,0.666460284806966,by_24,fp_24,4,3,0.00961367411273428,0.0224018214984533,0.699718091842537,0.0529403618065534
adverb,50.244,34.652,0.053907119634997,0.591830003769318,0.3522203632217,by_16,fp_24,8,3,0.0420377959678355,0.0245695353271741,0.36887133667544,0.0393096630637581
conj,55.477,28.235,0.0377293530164841,0.662712633792049,0.758671500929074,by_20,fp_12,5,8,0.00609634035437656,0.0238412343016514,0.796364921860861,0.0295912280349789
negate,32.384,50.398,0.0401768248361146,0.391196153753231,0.435372198595545,by_20,fp_16,5,6,0.128301176136482,0.0488824168926384,0.275885684768818,0.0282371371639713
verb,63.063,91.267,0.0788523943586266,0.408624376336422,0.768339876142665,by_20,fp_4,5,24,0.0635260796824479,0.0342308630599076,0.350162986890099,0.0583587850907043
adj,52.288,24.531,0.0373548247560962,0.680664939663365,0.864764739932192,by_24,fp_8,4,12,0.0205812270881613,0.02376034083478,0.535848007812257,0.0239582283193001
compare,44.661,15.977,0.0211268732545637,0.736518354827006,0.736518354827006,by_16,fp_12,8,8,0.0113357699533747,0.0106485778292762,0.484370877615009,0.00342102214519739
interrog,84.3,16.181,0.0457910959436422,0.838964580368428,0.806495975891224,by_20,fp_20,5,4,0.00877571786770859,0.0219581209941968,0.714460731471261,0.0302007394901348
number,110.692,24.047,0.0267685863328397,0.821529030199126,0.63318664053145,by_16,fp_24,8,3,0.0147768178346503,0.0398781007622173,0.729634254079793,0.0141126994999967
quant,11.846,22.96,0.0435993746004928,0.340343618916279,0.436273908026222,by_24,fp_16,4,6,0.0053695691496638,0.0220747459171793,0.80434676046439,0.0338995875485066
affect,11.601,69.046,0.114118787619847,0.143849120240059,0.201295584024986,by_24,fp_16,4,6,0.121529280209632,0.0153820224244765,0.112350274437053,0.111790997008525
posemo,88.528,16.537,0.184850996235185,0.842602198638938,0.853801066190447,by_12,fp_8,11,12,0.00732384727468183,0.354442207686857,0.9797552944113,0.165331161909274
negemo,32.291,35.805,0.0274455760828269,0.474198190789474,0.41910645740114,by_20,fp_20,5,4,0.0632095696231142,0.0186522992355499,0.227850884613365,0.0149759891966026
anx,6.93,39.723,0.02371706358399,0.148543502025593,0.295129092360926,by_20,fp_8,5,12,0.0195915058749238,0.00678398787768197,0.257207995471621,0.00941265884995246
anger,35.256,18.53,0.0547020528844303,0.65548655784033,0.752734201943966,by_20,fp_12,5,8,0.00350829371946138,0.064077019778755,0.948090886349829,0.0448028616232662
sad,19.535,38.394,0.102687633468352,0.33722315247976,0.276202864535467,by_16,fp_16,8,6,0.123108999371214,0.0161541627315357,0.115997385723706,0.0967921928380842
social,27.676,25.166,0.0156506314127491,0.523750047310851,0.468025738371651,by_20,fp_20,5,4,0.0177710154706603,0.0231865378949487,0.566111400453374,0.00442950618876171
family,31.263,27.472,0.0195867682238286,0.532272069464544,0.630586352726026,by_24,fp_16,4,6,0.0501867991403269,0.0520733145271357,0.509224101749699,0.0102584302057803
friend,25.738,39.366,0.118093743817646,0.395336692061932,0.511265500305413,by_20,fp_12,5,8,0.0613818969566883,0.0404256332577201,0.397079009505319,0.114581612240677
female,19.837,55.884,0.020447217695929,0.261974881472775,0.347450650692729,by_24,fp_16,4,6,0.0500813640862453,0.00946213763017678,0.158911339733436,0.00903167234638127
male,57.788,11.609,0.0277072301980806,0.832716111647478,0.644144784325528,by_12,fp_20,11,4,0.00495570150373148,0.0220464005637024,0.81646978848701,0.0129821537316065
cogproc,35.315,6.863,0.0416925686384196,0.837284840438143,0.720111743235252,by_16,fp_20,8,4,0.016146598257167,0.000418925778899015,0.0252890145815454,0.0285085436339329
insight,31.524,24.372,0.0221891879237304,0.563975955345642,0.674216419107504,by_20,fp_12,5,8,0.0153798315806055,0.0130776588227426,0.459550671453586,0.00673060652405935
cause,45.663,49.59,0.0580057509078508,0.479386476016503,0.580046492130635,by_24,fp_16,4,6,0.0448381621225061,0.0137538668238254,0.234739555382585,0.0458615760447115
discrep,26.575,26.48,0.0393134950378378,0.500895297332956,0.429448678930216,by_24,fp_24,4,3,0.0179204937342625,0.0130134740383651,0.420685575611165,0.027334551708427
tentat,22.925,16.594,0.0459285974080962,0.580100711050381,0.453227453952354,by_20,fp_24,5,3,0.0310821464977092,0.00709799924699894,0.185908123412094,0.037080985939951
certain,94.979,3.518,0.0492097774758717,0.964283176137344,0.88042702427117,by_12,fp_24,11,3,0.00444921274836108,0.0868226639067552,0.951253190890628,0.0292050139878672
differ,37.615,23.39,0.0422478511918883,0.616588804196377,0.546716407063782,by_16,fp_16,8,6,0.013361160731664,0.00991268838785475,0.425915298193688,0.0281254232501424
percept,120.49,21.094,0.153268698840215,0.85101423889705,0.67501967803651,by_12,fp_20,11,4,0.0210531945649673,0.237913712180448,0.918703146940453,0.138206289256608
see,56.125,40.915,0.0618142240849382,0.578369744435284,0.767018762634171,by_20,fp_8,5,12,0.0543268696066748,0.0270531436571753,0.332429826098254,0.046862115611754
hear,114.652,55.87,0.117424387124271,0.672358991801644,0.766540249346881,by_20,fp_12,5,8,0.0496718866553049,0.0644697191663741,0.564822254797202,0.100867778526153
feel,41.68,29.052,0.119219534818595,0.589266527172991,0.696553164821391,by_20,fp_12,5,8,0.0321280927856418,0.0320676512372742,0.499529240222327,0.108585246523756
bio,12.521,36.298,0.148216664132819,0.256478010610623,0.340988934176962,by_24,fp_16,4,6,0.054986910948825,0.0144018559236976,0.207553132485492,0.138983019147853
body,39.048,6.594,0.126198461440236,0.85552780333903,0.780366921139934,by_20,fp_24,5,3,0.00679289197950417,0.0374410319034595,0.846432525464457,0.115181178572923
health,38.351,13.306,0.0324261599630044,0.742416323053991,0.511738999899923,by_12,fp_20,11,4,0.0183627015682386,0.00685842357555599,0.271931705522798,0.0231089013183428
sexual,38.144,124.772,0.112982456239611,0.234132927398168,0.268391648411444,by_20,fp_16,5,6,0.0674880399277431,0.0796817130794868,0.541427239302171,0.114162718946407
ingest,37.814,27.934,0.0849628988164618,0.575135365334307,0.618964736437196,by_20,fp_16,5,6,0.0579336864403928,0.0258710957979803,0.308706676480501,0.0783450291940448
drives,30.679,48.513,0.0417083164015405,0.387400242448732,0.431451414427654,by_20,fp_16,5,6,0.0300173457694093,0.00804909531505871,0.21144859056296,0.0302648972181507
affiliation,35.844,17.207,0.0372291004429345,0.675651731352849,0.624974390940278,by_20,fp_20,5,4,0.00813555220018969,0.0160376166548849,0.663447012306712,0.0294063722902339
achieve,24.645,42.438,0.0288031947584135,0.367380707481776,0.367380707481776,by_24,fp_20,4,4,0.0233728678375,0.00863786497206798,0.269842775029696,0.0214888709326543
power,19.021,43.019,0.0185707271500555,0.306592520954223,0.41432978546709,by_20,fp_12,5,8,0.0143523960532772,1e-08,6.96747288425317e-07,0.00898728813765904
reward,21.67,53.16,0.0249499850762116,0.289589736736603,0.289589736736603,by_24,fp_20,4,4,0.0325835467671068,0.0236044271884007,0.420097496433879,0.0167587944933941
risk,39.846,70.329,0.0493508122937788,0.361660993873383,0.475480039915694,by_20,fp_12,5,8,0.0347498438755545,0.0285084481899029,0.450667371170936,0.0319600319956106
focuspast,67.334,50.535,0.0711962586042171,0.571261315528256,0.680702650038479,by_20,fp_12,5,8,0.026210644762565,0.0988994785998418,0.790499409175383,0.0597647597543423
focuspresent,103.928,51.648,0.0403642028052979,0.668020774412506,0.82845481793253,by_20,fp_8,5,12,0.0321450610794075,0.04610507259934,0.589201199177785,0.0226518019416669
focusfuture,120.925,74.158,0.0733119493645891,0.619864365423948,0.542526714141025,by_12,fp_12,11,8,0.189087625254284,0.382301627480402,0.669073885535464,0.0498743818498598
relativ,24.644,48.224,0.0506502148555526,0.338200581874074,0.550859833695944,by_20,fp_8,5,12,0.0736731811992017,0.0166323724551924,0.184178843738069,0.0355780721607706
motion,28.376,27.04,0.0455626690448034,0.512054280352245,0.557383060080666,by_20,fp_16,5,6,0.0204576208079539,0.0102509929044361,0.333814902894823,0.0340515480851218
space,32.269,28.309,0.0769571206350298,0.532685133216679,0.476962246093245,by_20,fp_20,5,4,0.0417064342952931,0.0196228944824572,0.319959387678416,0.0669605610874386
time,50.4,56.625,0.0233408263678197,0.470918009810792,0.727535185853482,by_16,fp_4,8,24,0.0478069609476202,0.0424380133675846,0.470253481588442,0.00178436524242669
work,45.267,22.599,0.0259763999822467,0.66700556979931,0.706198956310112,by_20,fp_16,5,6,0.0223834293081246,0.0133855906613842,0.374223019607322,0.0162916550670709
leisure,6.122,33.812,0.0797398899648937,0.153302949867281,0.17849090343648,by_20,fp_16,5,6,0.118852274765917,0.00189970340978807,0.0157322756818429,0.0729057654340489
home,46.491,79.039,0.0421249747307026,0.370357683422289,0.370357683422289,by_24,fp_20,4,4,0.048920825540687,0.0716738716728731,0.594336843401551,0.0313004859642671
money,46.3,31.38,0.0288057956012458,0.596035015447992,0.616798774395524,by_12,fp_8,11,12,0.0788277578209331,0.168636658354682,0.681458211086832,0.0113790851305601
relig,9.337,52.401,0.0154580609536335,0.151235867698986,0.299543642677831,by_20,fp_8,5,12,0.0281598385425389,1e-08,3.55115546338745e-07,0.00593034690335044
death,33.641,15.77,0.0207148568684423,0.680840298718909,0.516116659762814,by_16,fp_20,8,4,0.0219181800080572,0.0869825520000997,0.798732482290243,0.0110153880954252
informal,43.329,65.923,0.0291327076203903,0.396596858638743,0.612018178757785,by_20,fp_8,5,12,0.024718866716348,0.020784714710349,0.456770963046759,0.0163751565432197
swear,30.646,71.821,0.21838165042792,0.299081655557399,0.505948212647054,by_20,fp_8,5,12,0.13870375239819,0.0640108196714704,0.315768220399439,0.222044649875613
netspeak,9.989,23.866,0.0193498755056872,0.295052429478659,0.200720711065862,by_20,fp_24,5,3,0.0356283467519078,1e-08,2.80675307863154e-07,0.0122423742145753
assent,61.41,5.399,0.0193035123956729,0.9191875346136,0.850459782849546,by_16,fp_20,8,4,0.00363110407220579,0.0330016174137094,0.900878124121848,0.0105397190319138
nonflu,46.691,43.077,0.0312410449042849,0.520129667587559,0.63426686114927,by_20,fp_12,5,8,0.0240904236346671,0.016938402806896,0.412841513539783,0.0196081798035616
filler,33.203,41.501,0.0811292595560387,0.44446080531163,0.390259669660934,by_20,fp_20,5,4,0.0481393347517987,0.0417181715975208,0.464270301863732,0.0722116109968937
