depvar,cmse,pmse,totalr2,delta,adjdelta,bywidth,fpwidth,bydf,fpdf,pmse_oos,cmse_oos,delta_oos,r2_oos,agemse
t0,10.625,208.397,0.0476790089417563,0.0485111084731214,0.196609829720467,by_20,fp_4,5,24,0.0727022592712484,0.000707790330246816,0.00964159994563468,0.0279638493954942,0.191
t1,34.542,10.166,0.0172326317612145,0.772613402523038,0.670909514683793,by_20,fp_24,5,3,0.0100129618407916,0.065568367639713,0.867520697113772,0.00740095195487256,1.716
t2,12.357,6.631,0.00594095326403567,0.650779439646092,0.650779439646092,by_24,fp_20,4,4,0.00730750218590948,0.00730507504257982,0.49991695019668,-0.00147087758314823,2.404
t3,45.574,167.528,0.139733784619573,0.213860029469456,0.566307828039117,by_20,fp_4,5,24,0.213587739195396,0.0204308551767193,0.0873044094275345,0.12419001933801,9.945
t4,59.187,13.012,0.0273219369906258,0.819775897173091,0.630415718409271,by_16,fp_24,8,3,0.00754322999774837,0.0596684078028217,0.887768989945899,0.0101014862722643,4.999
t5,80.087,35.474,0.0224273333765476,0.693027924645858,0.8312443616794,by_12,fp_4,11,24,0.0489113356239488,0.0910759845649487,0.650601671937513,-0.00647106837506883,5.592
t6,109.247,91.466,0.0508462981034394,0.544294589787408,0.417466700464035,by_20,fp_24,5,3,0.198451136144653,0.145004450743387,0.422192726743023,0.0151302465738917,14.174
t7,59.613,152.517,0.1510889984054,0.281021071984161,0.369599047684,by_16,fp_8,8,12,0.189837643122524,0.0349377034276686,0.15543387637428,0.111596670487633,3.749
t8,46.371,14.81,0.0148538589914186,0.757931383926382,0.773535438346757,by_12,fp_8,11,12,0.0159038867426049,0.00685841409648336,0.301305836565776,-0.000984623724890721,1.001
t9,51.048,19.439,0.0271053431671112,0.724218650247563,0.61174647178426,by_20,fp_24,5,3,0.0153854037648842,0.0168639918313628,0.522924275620388,0.0178122141821837,0.426
t10,26.016,9.154,0.0133808361019125,0.739721353426215,0.630344537950863,by_20,fp_24,5,3,0.00421040605706147,0.0202948954866752,0.828183870761729,0.00395537561370041,11.296
t11,11.947,20.481,0.0108744472559957,0.368416183545084,0.411759637422668,by_20,fp_16,5,6,0.0590747089151316,0.0196921110640225,0.250005155333605,0.00220555006371281,6.439
t12,106.005,55.574,0.106390465544001,0.656056789558049,0.741012156220364,by_24,fp_16,4,6,0.0675262652291599,0.0644258114663071,0.488251591636529,0.0950056097008763,4.087
t13,98.479,94.567,0.193428116041843,0.510132300073558,0.555484629724859,by_20,fp_16,5,6,0.17910861949361,0.0533678373933714,0.229562331205505,0.179845045667044,4.123
t14,67.712,46.263,0.028560093120895,0.594095196314981,0.89776923331897,by_24,fp_4,4,24,0.0139992971790517,0.0483207753684789,0.775364555803836,0.0117992920639189,3.958
t15,33.593,4.941,0.011837417019919,0.871775574817045,0.836041910355641,by_24,fp_24,4,3,0.00428810045104189,0.0428252075975746,0.908983244254108,0.0062093200146236,8.774
t16,3.991,28.409,0.0234537104293226,0.123179012345679,0.123179012345679,by_24,fp_20,4,4,0.0455484033404164,1e-08,2.19546615713323e-07,0.0157616192202875,0.016
t17,94.188,10.654,0.0294939893442926,0.898380420060663,0.706837636770246,by_12,fp_24,11,3,0.0128617801561001,0.0711304687061545,0.846869439378947,0.015505492575689,2.004
t18,7.183,168.909,0.0707754738926412,0.0407911773391182,0.0783849406629382,by_24,fp_12,4,8,0.182245860352111,0.0225646634747128,0.110173359518343,0.0510523641115825,0.996
t19,56.981,116.501,0.111243529429753,0.328454825284468,0.74584575915111,by_24,fp_4,4,24,0.0591082103919003,0.0991877863609522,0.626596934828453,0.0971043975550298,32.718
t20,46.039,37.154,0.0445089769908922,0.553399925474499,0.597903914251825,by_20,fp_16,5,6,0.0136441308488962,0.0428164643069165,0.758342418969498,0.0339725973217057,2.631
