depvar,cmse,pmse,totalr2,delta,adjdelta,bywidth,fpwidth,bydf,fpdf,pmse_oos,cmse_oos,delta_oos,r2_oos
motion,20.111,38.305,0.0440793762359996,0.344272117228157,0.282520030156448,by_16,fp_16,8,6,0.0472034997555136,1e-08,2.11848653877521e-07,0.024165010820092
space,56.182,13.448,0.0812486844813362,0.806864857101824,0.603044094285346,by_12,fp_20,11,4,0.00997048534826639,0.135220894249275,0.931328668575891,0.0589266252854569
time,48.454,24.293,0.0175381983200029,0.666061830728415,0.427905306353141,by_16,fp_24,8,3,0.0245403017278838,0.00972955669223174,0.283910034671189,-0.0034873242895519
work,52.959,22.1,0.0258869726837882,0.705564955568286,0.657190012905788,by_20,fp_20,5,4,0.0622069289989858,0.0271058511131382,0.303493532270626,0.0102595818900325
leisure,6.122,33.812,0.0797398899648937,0.153302949867281,0.17849090343648,by_20,fp_16,5,6,0.102931412291067,1e-08,9.71520627755656e-08,0.0666751395495732
home,57.803,84.454,0.0430969149282895,0.406327983860197,0.577856643007098,by_24,fp_12,4,8,0.0610049808813179,0.128287741218166,0.677721466495388,0.0226512202260104
money,11.653,25.403,0.0183901942227155,0.314469991364421,0.407613828484813,by_24,fp_16,4,6,0.0542423540748559,0.0275964269758998,0.337204765535117,0.00680457228591369
relig,30.222,75.814,0.0192061906498802,0.285016409521295,0.544605958673715,by_24,fp_8,4,12,0.12897275635543,0.0729126139381324,0.361158482321476,0.00445716558655374
death,27.574,12.596,0.0196259936230203,0.686432661189943,0.636533622659803,by_20,fp_20,5,4,0.00397193615753433,0.0248442312514674,0.862162927458092,0.00768961828108039
informal,80.535,33.598,0.0300062793206687,0.705624140257419,0.47337423024399,by_16,fp_24,8,3,0.0170160328957581,0.036159002108446,0.679999592018833,0.0137585846973721
swear,17.462,110.331,0.216015538918807,0.136642852112401,0.321945463596305,by_24,fp_8,4,12,0.263192952104909,0.0144616190006704,0.0520849303618032,0.206319221929573
netspeak,34.039,28.03,0.0244876278235071,0.548405806441219,0.64558690580805,by_16,fp_8,8,12,0.0863950846855208,0.0283727599296117,0.247218722498085,0.00622107267227223
assent,61.604,43.751,0.0261864821526353,0.584727824972711,0.678672414932761,by_16,fp_8,8,12,0.047365658895857,0.0984476385259349,0.675162281264081,0.00475618210547857
nonflu,49.266,99.994,0.0363650403652286,0.330068337129841,0.59645993413831,by_16,fp_4,8,24,0.376224794234188,0.193789301501849,0.339972823394159,0.00325609320175746
filler,84.581,22.011,0.0903500716985653,0.79350232662864,0.489969587255612,by_8,fp_20,16,4,0.00985680792567989,0.126432567326389,0.927677356305658,0.0619477553806739
