depvar,cmse,pmse,totalr2,delta,adjdelta,bywidth,fpwidth,bydf,fpdf,pmse_oos,cmse_oos,delta_oos,r2_oos
they,12.465,42.189,0.0228899995624862,0.228071138434515,0.320988846506687,by_20,fp_12,5,8,0.0212386744793124,1e-08,4.70838954726247e-07,0.00610825882957722
ipron,69.095,16.537,0.0360151822515594,0.806882940956652,0.869878589020293,by_20,fp_12,5,8,0.000880306306120904,0.022184566133665,0.961833463054302,0.0107165747738254
article,18.535,37.343,0.0296978798504766,0.331704785425391,0.598237724318974,by_24,fp_8,4,12,0.0519434102506398,0.00236324858641757,0.0435167369347523,0.0123763113449
prep,47.923,20.757,0.0666015208085706,0.697772277227723,0.648754386974282,by_20,fp_20,5,4,0.00891533311421755,0.0465569162426963,0.839283006952622,0.0547680941101347
auxverb,9.152,24.568,0.0683537038948483,0.27141162514828,0.426945325620452,by_24,fp_12,4,8,0.00489928803765993,0.00729394194128907,0.59819604435262,0.0505792078960361
adverb,54.761,35.043,0.0539773171593329,0.609783528573338,0.438624876849263,by_16,fp_20,8,4,0.02153853426645,0.068758278964094,0.761469607886845,0.0339567167610201
conj,76.42,27.072,0.0410740811610388,0.738414563444517,0.679192292651712,by_16,fp_16,8,6,0.00742928292353506,0.0211681318272968,0.740211379655605,0.0225930334727497
negate,14.526,22.542,0.0369717639113479,0.391874393007446,0.491507071800771,by_24,fp_16,4,6,0.00619028946292355,0.0378965919717368,0.859588855879998,0.0215146983792914
verb,65.272,77.645,0.0764076668293446,0.456712637404927,0.668605509740168,by_20,fp_8,5,12,0.04659559921428,0.0378324610594587,0.448102928538161,0.054296972886587
adj,56.869,18.083,0.0361976953341565,0.758738926246131,0.825093218166782,by_24,fp_16,4,6,0.0134575447457929,0.033630827984262,0.7142066296718,0.0212266913460794
compare,27.782,9.708,0.0150143056937924,0.741050946919178,0.811058562503649,by_24,fp_16,4,6,0.0165859201795087,0.0150030558160954,0.474945937411306,-0.00129562439929543
interrog,100.945,8.87,0.0444788802812508,0.919227792195966,0.872258306090413,by_20,fp_24,5,3,0.00425755827493235,0.0333399950093211,0.886759698357406,0.0236665155041255
number,110.279,56.626,0.0320674003713889,0.660729157305054,0.515097776670611,by_12,fp_16,11,6,0.0746418204652128,0.0677509740590203,0.475803387983162,0.0106103199109633
quant,45.967,2.329,0.0433142077367656,0.951776544641378,0.922130983108876,by_20,fp_24,5,3,1e-08,0.0418704549100219,0.999999761168164,0.0314868383685327
affect,43.716,22.705,0.117632965693899,0.658165339275229,0.419287184930368,by_16,fp_24,8,3,0.0492403175511614,0.0654321049488439,0.570600180255552,0.0978649207505411
posemo,118.632,4.962,0.182773648860334,0.959852420020389,0.867028196395422,by_12,fp_24,11,3,0.0142818815814868,0.244885504455071,0.944893214382028,0.160117453601649
negemo,27.33,54.688,0.0308345968595674,0.333219537174766,0.545327569005653,by_20,fp_8,5,12,0.0828327338257812,0.0507494864410826,0.37991198484123,0.0131054774529712
anx,3.388,6.298,0.0175744371774741,0.349783192236217,0.287475958818871,by_24,fp_24,4,3,0.0148000802373933,1e-08,6.75671556024327e-07,0.00732072763596414
anger,26.33,71.923,0.0542494028104312,0.267981639237479,0.523414152524965,by_24,fp_8,4,12,0.14610366516326,0.0308756029135286,0.174458868821472,0.0354985906777475
sad,13.472,42.806,0.101599498108451,0.239383062653257,0.320690640175199,by_24,fp_16,4,6,0.0902937799832738,0.0207253955562712,0.186683025302136,0.0891422407683936
social,31.887,28.587,0.0162646720591112,0.527284452822701,0.572379935199562,by_20,fp_16,5,6,0.0373092884526668,0.0391240457846381,0.511871504429841,0.00195927594299461
family,31.263,27.472,0.0195867682238286,0.532272069464544,0.630586352726026,by_24,fp_16,4,6,0.0469972719874112,0.0426683937323176,0.475861004207427,0.00580332067751077
friend,18.872,38.995,0.118027147226428,0.326127153645428,0.367389449298686,by_20,fp_16,5,6,0.0979083524921741,0.0243863415338329,0.199406374316182,0.103406978340582
female,37.939,33.122,0.0205931979152335,0.533893415516247,0.407322842817623,by_20,fp_24,5,3,0.0438017459194195,0.0078303192319833,0.151656130914426,0.004363448740758
male,26.223,29.138,0.0234621135985406,0.47367280215314,0.51921934606703,by_20,fp_16,5,6,0.0467687110563551,0.0146196997397745,0.238150809740399,0.00843124000397211
cogproc,29.996,15.594,0.0432596485900766,0.65795130511077,0.742622301445831,by_16,fp_8,8,12,0.0215087452789141,0.00526569326446424,0.196668671723333,0.0185437889892562
insight,31.524,24.372,0.0221891879237304,0.563975955345642,0.674216419107504,by_20,fp_12,5,8,0.0220787535083525,0.00621867107352791,0.2197610265038,0.00799546772940596
cause,55.831,38.308,0.0598305321750584,0.593069822284069,0.636219294013971,by_20,fp_16,5,6,0.024129181481836,0.0282121876136436,0.539003623733643,0.0389097073023084
discrep,26.575,26.48,0.0393134950378378,0.500895297332956,0.429448678930216,by_24,fp_24,4,3,0.0157072434974332,0.0122348028474961,0.437863522823781,0.0247888619702568
tentat,33.066,13.137,0.0477485088822852,0.715667813778326,0.485564921143058,by_16,fp_24,8,3,0.0292135230973158,0.00615405669339442,0.174002765521741,0.0246089175131192
certain,43.341,0.408,0.0399422370099173,0.99067407255023,0.984552827059812,by_20,fp_24,5,3,0.00299725362032133,0.028975249353451,0.90625527120038,0.019637426745728
differ,17.081,31.901,0.0385626266650392,0.348719937936385,0.391181376459497,by_20,fp_16,5,6,0.0326925782088979,0.0109151960672371,0.250303902192289,0.0235365964473025
percept,64.023,41.153,0.148881825539315,0.608722522248422,0.788751192198275,by_20,fp_8,5,12,0.102387931253542,0.0342675860347734,0.250758891516073,0.13470571067811
see,54.329,36.166,0.060962068588208,0.600353610696724,0.643195397037119,by_20,fp_16,5,6,0.0293512735248346,0.0140946772229128,0.324418662276451,0.0410092195099879
hear,99.74,84.813,0.12261883611772,0.540440957340168,0.849506268132336,by_20,fp_4,5,24,0.0665324722180167,0.0581703428480679,0.466471769841293,0.101583646567462
feel,38.142,45.899,0.122243143773681,0.453849906593211,0.666042878409311,by_20,fp_8,5,12,0.0887774526081893,0.0069773182449685,0.0728665337800075,0.100444198209488
bio,30.535,32.504,0.152977302278099,0.484382683735465,0.692743978523084,by_20,fp_8,5,12,0.094122259762482,0.0186630161349451,0.165473870471517,0.134015785592764
body,25.142,38.437,0.131913372110879,0.395445036883248,0.758438045583609,by_20,fp_4,5,24,0.0538655907891495,0.0142782388408675,0.209530913046572,0.113640337984783
health,38.279,16.842,0.0316130767503527,0.694454019339272,0.460133908716087,by_16,fp_24,8,3,0.0213391628086822,0.0988723929001002,0.82248659304953,0.0172337982474314
sexual,13.54,199.349,0.114749769913639,0.0636012194148124,0.16927186428247,by_24,fp_8,4,12,0.174308723944543,0.00787425501193728,0.0432216832606424,0.103372958341455
ingest,37.527,30.503,0.0864736997311879,0.55162428340438,0.55162428340438,by_24,fp_20,4,4,0.0356536560143551,0.0471233725480095,0.569280794037038,0.0764120858556535
drives,30.679,48.513,0.0417083164015405,0.387400242448732,0.431451414427654,by_20,fp_16,5,6,0.0367621990425757,0.00957139634090143,0.206575731101469,0.0314039859928585
affiliation,34.132,23.05,0.0382776987196007,0.596901122730929,0.639891014304373,by_20,fp_16,5,6,0.00897018496344371,0.00904947411321255,0.502200073526129,0.0286210146963979
achieve,43.469,88.16,0.0426920883573737,0.330238777169165,0.518255195189705,by_12,fp_4,11,24,0.133745907813822,0.198068774019831,0.596925889250216,0.0151691924987309
power,20.831,50.316,0.0187332794841468,0.292788170969964,0.236933996064559,by_16,fp_16,8,6,0.0552724803860373,0.00538151631256556,0.0887248426399166,0.00249913638169852
reward,45.65,77.891,0.0379503008008365,0.369512955213249,0.63744815933644,by_16,fp_4,8,24,0.0398511495291364,0.0235771766933369,0.371713682158986,0.0141588588976912
risk,39.846,70.329,0.0493508122937788,0.361660993873383,0.475480039915694,by_20,fp_12,5,8,0.0366201278461031,0.0371650298290611,0.503692490469133,0.0285013647538077
focuspast,82.765,45.632,0.0703164616034621,0.644602288215457,0.52113001227818,by_20,fp_24,5,3,0.0251171661995587,0.0808630982582008,0.763001476472352,0.0590883480495354
focuspresent,111.052,21.136,0.0348881514265592,0.840106514963537,0.807815409683426,by_20,fp_20,5,4,0.0303238478177021,0.0405958636898625,0.572420034245801,0.0218953056524187
focusfuture,120.297,83.337,0.074959364956314,0.590751053360441,0.611609429595161,by_12,fp_8,11,12,0.228807709057586,0.489165050374811,0.681314219722663,0.0422634862668269
relativ,23.726,22.552,0.0460429287978367,0.512684212800899,0.386967347693244,by_20,fp_24,5,3,0.0251909092941617,0.00168794851518383,0.0627983721316072,0.0314384105827874
motion,27.623,25.619,0.0453075635523309,0.518819728785545,0.633048679525265,by_20,fp_12,5,8,0.0204775692289609,0.00673757565791644,0.247567142703884,0.0268913339169475
space,33.049,53.002,0.0813886801945941,0.384062939419646,0.5994395388136,by_20,fp_8,5,12,0.14049091071952,0.00605005433888495,0.0412857547135276,0.0639676255512445
time,50.37,34.033,0.0192862201361104,0.596779735317465,0.596779735317465,by_16,fp_12,8,8,0.0480259339771767,0.0352699442111994,0.423429645959616,0.0015013324632851
work,52.959,22.1,0.0258869726837882,0.705564955568286,0.657190012905788,by_20,fp_20,5,4,0.063159584307233,0.0290485703244563,0.31503255260325,0.0140255315648243
leisure,55.981,1.045,0.081506775330686,0.981675025426998,0.952581635026063,by_16,fp_24,8,3,1e-08,0.128896543636288,0.999999922418407,0.0648481015324174
home,46.491,79.039,0.0421249747307026,0.370357683422289,0.370357683422289,by_24,fp_20,4,4,0.0437647172465748,0.0716059415500311,0.620659899986093,0.0316911094050293
money,31.204,9.997,0.0213357515264486,0.757360258246159,0.539276908542065,by_16,fp_24,8,3,0.0177652767722701,0.0102093823547763,0.364951090499819,0.0073713955115603
relig,30.464,95.39,0.022719581078163,0.242058257981471,0.657085133765197,by_24,fp_4,4,24,0.136015707980718,0.0756602587645616,0.357434336679361,0.00445548991362443
death,23.563,67.497,0.0299982911273359,0.25876345266857,0.511549650471104,by_16,fp_4,8,24,0.0403276840547229,0.123298738025139,0.753538068350355,0.0050296318268217
informal,84.537,57.197,0.0342415933767407,0.596448276348653,0.596448276348653,by_16,fp_12,8,8,0.0279565671273163,0.0633316280490557,0.693754848879384,0.0148770577607247
swear,98.472,18.092,0.218654108410646,0.844789128718987,0.505081314713244,by_8,fp_24,16,3,0.0258243973486924,0.240060783977429,0.902873875031729,0.195641275051515
netspeak,4.115,10.84,0.0182956215179062,0.275158809762621,0.221613858720043,by_24,fp_24,4,3,0.0116030316119877,0.007753607781677,0.400565801944665,0.0110554450379572
assent,31.763,48.687,0.0208309024113837,0.394816656308266,0.610248946910859,by_20,fp_8,5,12,0.0225720218039124,0.0138307174303688,0.379936172971954,0.00069134146598826
nonflu,58.485,35.777,0.0299308746603218,0.620451507500371,0.49516001580403,by_20,fp_24,5,3,0.018420308333011,0.0222694564658521,0.547298726742071,0.0131994475638364
filler,33.203,41.501,0.0811292595560387,0.44446080531163,0.390259669660934,by_20,fp_20,5,4,0.0477843313213882,0.0383811597867069,0.445435397548626,0.0630761646587915
