depvar,cmse,pmse,totalr2,delta,adjdelta,bywidth,fpwidth,bydf,fpdf,pmse_oos,cmse_oos,delta_oos,r2_oos
Analytic,35.497,10.925,0.032849010893046,0.764658997888932,0.795876042106522,by_20,fp_16,5,6,0.00125777103603519,0.0109766683417313,0.897194223846421,0.0155928103596659
Clout,20.184,52.083,0.0195134004780534,0.279297604715845,0.279297604715845,by_24,fp_20,4,4,0.0531950211409722,0.02812867839432,0.345885376034977,0.00562350817286528
Authentic,2.043,56.28,0.0278346071080544,0.0350290622910344,0.0516391577989536,by_24,fp_16,4,6,0.0639353091901956,0.000674304161108585,0.0104365918031759,0.0170550547218736
Tone,43.828,22.591,0.1395672725348,0.659871422333971,0.699526232765753,by_20,fp_16,5,6,0.0357848422742286,0.0777241344859936,0.684739980082624,0.123771730597027
WPS,29.526,23.537,0.0104219573354411,0.556432919360006,0.600852662960714,by_20,fp_16,5,6,0.0454418595967682,0.0349375882413406,0.434658226462416,0.00293110923004536
Sixltr,57.777,98.794,0.0375535741672704,0.36901469620811,0.737336343691276,by_20,fp_4,5,24,0.0534962319844898,0.0531649653028854,0.498447107804763,0.0142528798708474
Dic,38.84,37.048,0.0350197475426311,0.511806873286949,0.626502137269135,by_20,fp_12,5,8,0.0219493591843707,0.0266340905766598,0.548213243556521,0.0183705879201665
was_function,30.033,49.268,0.0229011377063255,0.378721579803533,0.313746861626,by_24,fp_24,4,3,0.0602237837900087,0.00645488047145737,0.0968057855230264,0.00528890115921821
pronoun,45.173,48.069,0.016438462360114,0.484470517577916,0.413426074223219,by_24,fp_24,4,3,0.0226408951169926,0.0257519211552492,0.532143469608742,0.00267003705847724
ppron,48.01,72.418,0.0200511403346919,0.398661440860929,0.665425413956239,by_24,fp_8,4,12,0.0384740012762481,0.03406140751515,0.469583174379094,0.00450189491123654
i,51.081,69.941,0.0508708903416712,0.422080282923766,0.778056534164652,by_20,fp_4,5,24,0.0283754003628275,0.0347681854373145,0.550621017111073,0.0337175639855196
we,20.592,31.273,0.020763644936361,0.397030752916225,0.44138798286635,by_20,fp_16,5,6,0.017163471099041,0.00103030584746677,0.0566295745240811,0.00790554252518871
you,103.059,23.988,0.0223192526909952,0.811187985548655,0.774623432849283,by_20,fp_20,5,4,0.0526899638145759,0.0578303984830451,0.52325559997092,0.00843158500825636
shehe,11.334,54.542,0.0205820847238955,0.172050519157204,0.110859699001017,by_20,fp_24,5,3,0.0461837445591425,0.00625141852664068,0.119221876289646,0.010099428979767
they,35.813,33.626,0.0270801918848292,0.515747634614554,0.515747634614554,by_16,fp_12,8,8,0.0144065398520512,0.0172785206181094,0.545320739860397,0.00577346298357639
ipron,92.081,6.817,0.0342708550559782,0.931070395761289,0.890164600036091,by_20,fp_24,5,3,0.0170448815980622,0.0347084028077029,0.670651209990386,0.0204857161473717
article,18.979,23.333,0.0271833976539794,0.448548875023634,0.619307891860143,by_24,fp_12,4,8,0.036468082187065,0.00423663418947484,0.104082144935829,0.0130766101413128
prep,38.526,38.062,0.0697072585191708,0.503029195174179,0.829308281925208,by_20,fp_4,5,24,0.0261039986136012,0.0192423973631655,0.424342374927091,0.0459208851058515
auxverb,22.246,8.35,0.0654431393260465,0.727088508301739,0.666460284806966,by_24,fp_24,4,3,0.00848227665914447,0.0200947807737538,0.703178793720743,0.0472389328285571
adverb,34.095,80.628,0.0545822432343158,0.297194111032661,0.403550821127386,by_20,fp_12,5,8,0.172584320200552,0.0273575145045728,0.136827365543183,0.0391391207646662
conj,90.664,12.877,0.0385265230930592,0.875633806897751,0.725296527007424,by_16,fp_24,8,3,0.00899214517502667,0.0259587463680724,0.742720577987598,0.0177883454705594
