topic	drift	meancareerchange	abscareerchange
80	-0.004626913565727753	-0.0030751460498230254	0.30635646055489524
81	-0.01563229051996229	0.08581199318944109	0.35002923852743606
82	-0.036178097732240455	0.010173418111523998	0.2778957138957629
83	0.08306206182362041	-0.22309682037854084	0.5724799006269399
84	-0.0033922521213672896	0.11616987098162473	0.44940645863077244
85	-0.03941593714327263	0.01767981420371072	0.2632443926290794
86	0.008575648146832426	-0.04236486831368288	0.468965920443478
87	0.07979213075662162	0.045651613510082414	0.42102044012972345
88	0.08000328621324337	0.13798895336835695	0.43001509947377786
89	0.05354282505886587	-0.0384365055487165	0.30227022697553524
90	0.11029525317980093	0.2758217383952952	0.8230989560187778
91	0.044651431932087204	-0.07321257508241534	0.5630258793395096
92	0.058480292496820185	0.03442973715834836	0.30775420408933774
93	0.054089819852936705	0.043231005479758805	0.4392328040128133
94	0.022189674824812267	-0.014253398866044955	0.4280137546914369
95	-0.015264086827954437	0.09170742232501061	0.4583410725777196
96	0.0437588375112139	-0.054066914896635024	0.20715215156398464
97	0.09823273657104226	-0.2677059191451783	0.5123223734634286
98	0.06701428588836733	0.1327738091079141	0.7267700313706176
99	0.013259939345554583	0.07842560328047077	0.8813110320851605
100	0.02843701126496967	-0.0011414182705319449	0.4584367771599881
101	0.08276916699682846	-0.37765210112475256	0.7418557154207626
102	0.000593776406563773	0.04137837263974008	0.4984515007760379
103	0.04940087470152621	0.3058051612883113	0.801038568870153
104	0.0020220619330715284	0.0636450794298535	0.38725250343240036
105	0.19209873793035936	0.036394995126640454	0.20112400562324828
106	0.12909429281036866	0.03318910201195477	0.28451866809486864
107	0.04375428822946792	0.19465234108501903	0.6811571698770803
108	0.04388166753974243	-0.1510708780254121	0.6310960163583013
109	0.049199239146593854	0.20743320618276764	0.6352997130118456
110	0.04242943003241617	-0.14385592864403804	0.33511967422749
111	0.06405241734704203	0.14952678368217803	0.6723878088698377
112	-0.1191527183076212	-0.004711794275387153	0.27885249805458584
113	0.08407417535483819	0.4783200661771663	0.6567842687899952
114	0.060399633367303585	-0.06022519878090828	0.48065522210435213
115	0.07050231913967764	-0.2297121078787977	0.6202581923398596
116	0.0838999215945635	-0.1460337524950919	0.36493620404934846
117	0.040809738768119	-0.07834061365005476	0.5583976698582638
118	0.06549381377742303	0.17383763512178227	0.635955693580112
119	0.04648076361778264	-0.16572304697550985	0.6451135542289675
120	0.021430221059780763	-0.08009938594666245	0.7790614844485166
121	0.021706590193137032	0.11023712338586747	0.7534737239466973
122	0.1274494384408229	-0.03362856899357541	0.3348421961446074
123	0.02164614196547543	-0.065725166739088	0.5948416463630971
124	0.09341228616997221	0.26025500478516456	0.6198020190961177
125	0.016320177687986437	0.03047533090992876	0.539054729424569
126	0.07985513588544357	-0.18409510482394636	0.5955385840449156
127	0.06454462293219021	-0.3010991808469818	0.5133341638549123
128	-0.035383715332313326	0.043764447472510154	0.23497274217206868
129	0.12474629756677702	-0.07394086714994534	0.5205509254444468
130	-0.020462538795735008	-0.07774595966596709	0.4468424396187253
131	0.23513158125646627	0.4074894387986687	0.4826570826933005
132	0.07207986096356578	0.09609776765925979	0.7163517221307755
133	0.0885254997883862	-0.06142717394711608	0.2636273788261942
134	0.09469714712525579	-0.04806008791868054	0.4108077984280619
135	0.005658723060860016	-0.10087239081337093	0.5889933624012315
136	0.0774500893103498	-0.037057486361502016	0.5575779167838575
137	-0.017365459311096676	-0.01398443477856309	0.6648900686721367
138	0.0007122040421090325	0.042946511739314394	0.550532589133273
139	0.0968467329653766	0.1185270969369952	0.4130624036175748
140	0.06762891343193456	0.04260994100659383	0.5709095660990448
141	-0.005937413923990387	0.14372242908529392	0.5695975500490054
142	0.08745945691272161	0.019237226587519366	0.44014556204636157
143	0.0505758520803814	0.018139243894380864	0.8062083382708571
144	0.06364703677362771	0.019480443798871414	0.3870784510289257
145	-0.010142004129775839	-0.012710348266807347	0.3275377438792388
146	0.04238003464548501	0.02742733265165278	0.35281728172767846
147	0.038916646706511404	-0.05971811533535488	0.5364604911897878
148	0.06338380501912577	-0.1783283354761293	0.521718752357395
149	0.050403895095885165	-0.0024636942521219563	0.20178175801541667
150	0.06444919529956894	0.11196512584210264	0.7058030475260005
151	0.022639260796314176	-0.1375622092828305	0.5682007507273897
152	-0.017316012776942502	-0.06748149578227038	0.5150193101859467
153	0.059216889952997454	0.1382429601630742	0.44495632226981263
154	0.014232941042916947	0.06315653976787124	0.721561787069274
155	0.16151283418798412	-0.16478482593420807	0.27808872583663263
156	0.037378692021528215	0.0017376899302985476	0.3636463863313602
157	0.11666996600150181	-0.32284282615296217	0.5666816567420938
158	0.01325964996497464	0.07401344073500642	0.7190774254380433
159	-0.0016211935542908007	0.12230990321509684	0.6418146031092591
160	-0.02233955467682902	-0.025501357358821676	0.6339953151836905
161	0.017225537870176444	0.10242779747531842	0.4078552041461843
162	-0.010632976233302505	0.12255828895431488	0.48826836485832636
163	-0.08556417415415107	-0.0037539783404532063	0.18602100464549048
164	0.033213694389524484	0.06335863368257127	0.6806665713041034
165	-0.009276544594556957	0.13465701642331898	0.5960680305754321
166	-0.13618757540259463	0.0019160875425140468	0.15202974617905002
167	0.01689384775706504	0.004989608676711091	0.37596006650998026
168	-0.030968691191921582	0.05183148166540429	0.5411228555275873
169	0.08839307550948061	-0.029471193890984442	0.12507852001263767
170	-0.009072119079927887	-0.03248673037968206	0.5975547644806505
171	0.04026191968959325	-0.019385829036050187	0.28079845195879033
172	0.06302680864559118	0.10669554386443385	0.611802642498771
173	0.11075319511295056	0.06298455887139681	0.558241674283786
174	0.03251889510220263	0.10057178285897939	0.3268918089770383
175	0.10604763244234072	-0.06072406900243779	0.373658421764418
176	0.1316382618764742	-0.06189827707376731	0.16159516527572554
177	0.07401930822604119	0.03186486829389242	0.33614733082412246
178	0.01775275761843642	0.2118051425310183	0.6605729691446764
179	0.06944811627963765	-0.043658662846583464	0.5681084063269857
180	-0.012313131453414172	-0.12249187416777657	0.5949058449991079
181	0.06564430892310158	0.18938148055020862	0.6001416196783435
182	0.008457911798929185	0.0014176662532219184	0.47877807443087533
183	0.020335529425622223	0.028924327944326558	0.7324487623110255
184	0.0364786865756328	0.056354603132581664	0.30697052091215093
185	-0.0011654124553235334	-0.0561189304033949	0.2978270132239917
186	0.036426129855037015	0.03266936588646737	0.37582468072444764
187	0.031281095562196715	-0.08390792892834768	0.5031410546539251
188	0.031295357492729936	0.142967200971283	0.7350457303323851
189	0.0526170374326167	-0.029160778489828256	0.29395536187866894
190	0.05405631841919223	0.1999557812766534	0.5687242848691244
191	0.09269650180066202	-0.3158186045935695	0.7300521746347284
192	0.04735914811705588	0.07871709154867279	0.35839306634213525
193	0.10210569241470124	-0.30464048806302235	0.5855566880316604
194	0.040931426362873724	-0.0873689405438284	0.5432914401530526
195	0.10518522261039087	0.07359529796330802	0.4587684756427106
196	0.007950013343553497	-0.027133904297771204	0.2045752955705612
197	0.009146043204937504	0.042154263680814284	0.3768526355834155
198	0.0719410098044615	0.15956548677128632	0.4497858169887695
199	0.03799823272399894	0.055383889316273686	0.2932407744033969
