topic	drift	meancareerchange	abscareerchange
0	0.06548589931153503	0.0748961832778639	0.5157875286634286
1	0.00409216640360599	0.019586535778608066	0.399480451737806
2	0.04979407322971574	-0.07333632881799733	0.6776967103748207
3	0.09695073724927594	0.29330609507197913	0.4373084341812512
4	0.03593547306317957	-0.03239084863983103	0.6456176484766256
5	0.008135677497201454	-0.03230558674980288	0.20554403254765452
6	0.0958321138256022	0.014382236475873712	0.1795586229328285
7	0.10184257859125267	-0.15658338838288485	0.45711011437499166
8	-0.0013579640273506666	0.08390991131759887	0.6165551662660621
9	0.05719789457012148	0.17268568892819547	0.5413560094083384
10	0.08916811670030023	-0.0471864259941662	0.7269208912102135
11	0.060873417364510685	-0.04446573043068699	0.49685424617318114
12	0.08955009418643933	-0.10654637947123748	0.62786872749124
13	0.03748178997402829	-0.08396436256542925	0.5140808038662544
14	0.010696887783095743	-0.01739303697272185	0.6685556338001186
15	0.0730419050628357	0.03150687354065813	0.4675228059639931
16	0.15482547804710212	-0.13543248872217892	0.21188749241599056
17	0.08087170462805227	0.11102602404429628	0.7557887913162522
18	0.05749488427092553	0.06306173838381053	0.17616812478301885
19	0.05016727158053014	-0.16439978455193904	0.5762823724906901
20	0.00022863793174199287	-0.30590979269701873	0.8060404580482962
21	0.04660323349335904	-0.01383981871179975	0.4011546370963507
22	0.0405686689389142	-0.1893742611573596	0.638646461377325
23	-0.009351965874801249	-0.04492234511818002	0.5354391454757027
24	0.050451149451872235	-0.2427352343079003	0.7942118046246873
25	0.08116180964085862	0.1067573576179264	0.7997319138403113
26	0.0545481789509219	0.037376438252000335	0.45452428809613776
27	0.0021881170634912017	-0.05986439788550542	0.45034859838781516
28	0.09237785356508432	0.12754902159970274	0.7730766153301278
29	0.13368242116913698	-0.01749250361419864	0.28704697331654966
30	0.06409328706729034	-0.0008286973207455333	0.2210439198479687
31	-0.01779689026263409	-0.017770116074928875	0.6592410906836065
32	0.09384362051732853	-0.05944336774567717	0.28730160791378456
33	0.12235319771516906	-0.07395823644819366	0.21094240448223495
34	0.016545500121871948	-0.008592829417785585	0.5076203346007321
35	0.11034494435029041	0.23319579942167687	0.3093407626098042
36	-0.011888181938026099	0.1362940432771408	0.5892735700777381
37	-0.0322984155873135	0.051499438018129916	0.5277153758689631
38	0.030523471466284313	-0.015732643623531165	0.5388165637601625
39	0.07920189836120795	-0.33089941975154724	0.7277968289101313
40	0.03222261893081524	-0.09392004998289868	0.4823360159916321
41	0.06146911496014118	0.04889686926716343	0.2898044614086254
42	0.03922184645657767	-0.012878992708584811	0.843841285935655
43	0.06245247089862138	-0.00037717553351378365	0.17108206472006868
44	0.12246216884814976	-0.0262723638190767	0.2802532378519268
45	0.008944155085766736	0.009879217784154464	0.05922690342727272
46	0.09784578877768624	-0.16885857363556012	0.6380706622746163
47	-0.008800863342226628	0.015595914964928749	0.6290521886225668
48	0.04098319923949978	-0.11110156461632793	0.7293929621498114
49	0.022700054676392023	0.13570264093132542	0.44106659750102123
50	0.09938004808297451	-0.056767159007861986	0.5146727166959743
51	0.07703084137773275	0.27452715777022635	0.5835204006973075
52	0.0364205242699831	-0.2096718617789752	0.7683985180375188
53	-0.00806694510251904	0.12468294237047346	0.48252600130266116
54	-0.03238024116574112	-0.005371812487885246	0.511294315479747
55	0.022356789433184865	0.061389160020346195	0.5382875989543036
56	0.01819712607551649	0.010476693152747034	0.31926345174075366
57	0.06728775891414807	0.06940247166309377	0.8169370637700742
58	0.04335604014835126	0.09057662941925645	0.7166922513741011
59	0.12915222798223636	0.41324332891857457	0.7105944587946166
60	0.04470596076146971	-0.044143179718759896	0.35679460821321274
61	0.044131423031825934	0.010044520329046663	0.5862167675105809
62	0.05489692994273532	-0.06550712430691726	0.523863380273595
63	-0.00038092800540334704	0.10237233102924434	0.47025918115408055
64	0.05784704574355204	0.08050221934781493	0.7639985346801443
65	0.11182457663674983	0.12147212195944602	0.6457883563987644
66	0.03911486221544758	0.07846698253522978	0.6434263636061771
67	0.03029636346313347	-0.09371413741208548	0.778438497094459
68	0.01958574933022783	0.021067403324565536	0.18416953514804776
69	-0.03608528348376783	0.03280919862596229	0.44836055313805856
70	0.06216661237305354	-0.10293806792328392	0.504604791167559
71	0.022493411654193496	-0.09744777128976498	0.45393019319886435
72	0.03945200258123105	0.027439088884251006	0.6047794422669268
73	0.0829929130585938	0.07498983622779862	0.5152262277206263
74	0.06629364753126166	-0.009824378782408216	0.6921151313923704
75	0.05679739517810689	-0.07245431313566532	0.7382731327355729
76	0.12865024119629176	-0.08111150362115378	0.5631650980402061
77	0.03231415538539517	0.13463263522748944	0.37141110313416165
78	0.013263926231627643	-0.305561197713355	0.5158501633449825
79	-0.006073454229962638	0.13250016535940054	0.5402744493607771
